번호,시간,회사명,종목코드,공시제목,제출인
166,2007-04-06 16:03,동일기연,32960,[정정]대표이사변경,동일기연
165,2007-04-06 15:18,부산방직,25270,대표이사변경,부산방직공업
164,2007-04-06 14:56,비엔디,47940,횡령ㆍ배임혐의발생[정],비엔디
163,2007-04-05 15:36,삼보판지,23600,대표이사변경,삼보판지
162,2007-04-03 17:45,ST&I,31800,대표이사변경,에스티앤아이
161,2007-04-02 16:11,코센,9730,소송등의제기ㆍ신청,코센
160,2007-04-02 14:14,아이알디,84810,대표이사변경,아이알디
159,2007-03-30 18:01,선팩테크,54010,소송등의제기ㆍ신청,선팩테크
158,2007-03-30 14:35,사이노젠,64060,대표이사변경,사이노젠
157,2007-03-30 13:30,경윤하이드로,19120,대표이사변경,경윤하이드로에너지
156,2007-03-30 12:18,프로비타,14420,소송등의제기ㆍ신청,프로비타
155,2007-03-30 07:14,제너비오믹스,17010,대표이사변경,제너비오믹스
154,2007-03-30 07:11,진양제약,7370,대표이사변경,진양제약
153,2007-03-30 07:00,프로비타,14420,소송등의제기ㆍ신청,프로비타
152,2007-03-29 17:56,플렉스컴,65270,대표이사변경,플렉스컴
151,2007-03-29 17:33,동일기연,32960,대표이사변경[정],동일기연
150,2007-03-29 17:12,렉스엘이앤지,4790,대표이사변경,렉스엘이앤지
149,2007-03-29 16:22,코센,9730,소송등의제기ㆍ신청,코센
148,2007-03-29 16:06,청람디지탈,35270,대표이사변경,청람디지탈
147,2007-03-29 15:37,메디콕스,54180,벌금등의부과(자율공시),메디콕스
146,2007-03-29 14:20,네스테크,37540,대표이사변경,네스테크
145,2007-03-29 11:07,알덱스,25970,대표이사변경,알덱스
144,2007-03-28 16:59,큐리어스,45050,대표이사변경,글라소울
143,2007-03-28 16:07,에프티이앤이,65160,대표이사변경,라임
142,2007-03-28 14:24,삼륭물산,14970,대표이사변경,삼륭물산
141,2007-03-28 14:09,케이엠에스,38830,대표이사변경,케이엠에스
140,2007-03-28 12:04,메디콕스,54180,대표이사변경,메디콕스
139,2007-03-28 07:00,코데즈컴바인,47770,소송등의판결ㆍ결정,코데즈컴바인
138,2007-03-27 14:46,썬코어,51170,대표이사변경,썬코어
137,2007-03-26 17:47,제너비오믹스,17010,소송등의판결ㆍ결정,제너비오믹스
136,2007-03-26 15:41,대원산업,5710,대표이사변경,대원산업
135,2007-03-26 14:20,선팩테크,54010,대표이사변경,선팩테크
134,2007-03-26 14:09,유니셈,36200,대표이사변경,유니셈
133,2007-03-26 13:55,엘컴텍,37950,대표이사변경,엘컴텍
132,2007-03-26 10:26,코센,9730,대표이사변경,코센
131,2007-03-23 17:56,셀루메드,49180,소송등의판결ㆍ결정,셀루메드
130,2007-03-23 17:46,동화기업,25900,대표이사변경,동화기업
129,2007-03-23 17:24,에너토크,19990,대표이사변경,에너토크
128,2007-03-23 17:22,삼보판지,23600,대표이사변경,삼보판지
127,2007-03-23 17:03,모보,51810,대표이사변경,모보
126,2007-03-23 16:59,삼지전자,37460,대표이사변경,삼지전자
125,2007-03-23 16:46,코미팜,41960,대표이사변경,코미팜
124,2007-03-23 16:39,오성첨단소재,52420,대표이사변경,오성첨단소재
123,2007-03-23 15:59,팜스토리,27710,대표이사변경,팜스토리
122,2007-03-23 14:44,피에스텍,2230,대표이사변경,피에스텍
121,2007-03-23 14:39,한국컴퓨터,54040,대표이사변경,한국컴퓨터
120,2007-03-23 14:29,SM Life Design,63440,대표이사변경,에스엠라이프디자인그룹
119,2007-03-22 17:27,시노펙스,25320,대표이사변경,시노펙스
118,2007-03-22 16:23,파인디지털,38950,소송등의판결ㆍ결정,파인디지털
117,2007-03-21 18:00,모베이스전자,12860,대표이사변경,모베이스전자
116,2007-03-21 16:50,아바코,83930,대표이사변경,아바코
115,2007-03-21 15:56,클라우드에어,36170,대표이사변경,클라우드에어
114,2007-03-21 15:52,선팩테크,54010,소송등의제기ㆍ신청,선팩테크
113,2007-03-21 07:31,평산,89480,대표이사변경,평산
112,2007-03-21 07:00,코센,9730,소송등의판결ㆍ결정,코센
111,2007-03-20 18:01,큐리어스,45050,횡령ㆍ배임혐의발생[정],글라소울
110,2007-03-20 15:56,바이오스마트,38460,소송등의판결ㆍ결정,바이오스마트
109,2007-03-20 15:55,바이오스마트,38460,소송등의판결ㆍ결정,바이오스마트
108,2007-03-20 15:55,바이오스마트,38460,소송등의판결ㆍ결정,바이오스마트
107,2007-03-20 14:58,엠엔에프씨,48640,"소송등의제기ㆍ신청(위조ㆍ변조,일정금액이상의청구)",엠엔에프씨
106,2007-03-20 14:47,우전,52270,대표이사변경,우전
105,2007-03-19 16:34,케이에스알,66340,대표이사변경,케이에스리소스
104,2007-03-19 16:07,알이엔,23670,대표이사변경,알이네트웍스
103,2007-03-19 16:06,에이프로테크놀로지,45470,대표이사변경,에이프로테크놀로지
102,2007-03-19 15:09,디오,39840,대표이사변경,디오
101,2007-03-19 14:51,대호특수강,21040,대표이사변경,대호특수강
100,2007-03-19 14:32,셀루메드,49180,[정정]소송등의제기ㆍ신청,셀루메드
99,2007-03-19 12:09,코데즈컴바인,47770,소송등의제기ㆍ신청,코데즈컴바인
98,2007-03-16 17:42,다휘,55250,대표이사변경,다휘
97,2007-03-16 16:50,액티투오,47710,대표이사변경,액티투오
96,2007-03-16 16:14,서호전기,65710,대표이사변경,서호전기
95,2007-03-16 16:02,아큐텍,13780,대표이사변경,아큐텍
94,2007-03-16 15:59,서울제약,18680,대표이사변경,서울제약
93,2007-03-16 15:56,경동제약,11040,대표이사변경,경동제약
92,2007-03-16 15:22,선팩테크,54010,소송등의판결ㆍ결정,선팩테크
91,2007-03-16 13:54,에이치엘비파워,43220,대표이사변경,에이치엘비파워
90,2007-03-15 17:56,제너비오믹스,17010,소송등의제기ㆍ신청,제너비오믹스
89,2007-03-15 17:20,퓨쳐비젼,42570,대표이사변경,퓨쳐비젼
88,2007-03-15 07:00,셀루메드,49180,소송등의제기ㆍ신청[정],셀루메드
87,2007-03-13 14:07,코센,9730,소송등의제기ㆍ신청,코센
86,2007-03-09 17:53,선팩테크,54010,[정정]대표이사변경,선팩테크
85,2007-03-09 17:29,대동금속,20400,대표이사변경,대동금속
84,2007-03-09 15:52,아이피에스,51820,대표이사변경,아이피에스
83,2007-03-09 15:23,에스비엠,37630,대표이사변경,에스비엠
82,2007-03-09 15:08,일지테크,19540,대표이사변경,일지테크
81,2007-03-09 14:46,케이씨피드,25880,대표이사변경,케이씨피드
80,2007-03-08 13:59,동성하이켐,13450,소송등의판결ㆍ결정,동성하이켐
79,2007-03-07 17:26,프로비타,14420,소송등의제기ㆍ신청,프로비타
78,2007-03-07 17:14,바이오스마트,38460,대표이사변경,바이오스마트
77,2007-03-07 15:21,선팩테크,54010,대표이사변경[정],선팩테크
76,2007-03-06 17:38,대선조선,31990,소송등의제기ㆍ신청,대선조선
75,2007-03-06 17:34,엔케이바이오,19260,대표이사변경,셀텍
74,2007-03-06 16:10,엔토리노,32590,대표이사변경,엔토리노
73,2007-03-05 17:13,쎄라텍,41550,대표이사변경,쎄라텍
72,2007-03-05 07:04,제너비오믹스,17010,대표이사변경,제너비오믹스
71,2007-03-02 13:30,쎄니트,37760,대표이사변경,쎄니트
70,2007-02-28 17:50,이롬텍,45400,소송등의제기ㆍ신청(자율공시:일정금액미만의청구),이롬텍
69,2007-02-28 17:20,영풍정밀,36560,대표이사변경,영풍정밀
68,2007-02-28 17:20,CU전자,56340,대표이사변경,씨유전자
67,2007-02-28 17:15,인터플렉스,51370,대표이사변경,인터플렉스
66,2007-02-28 16:03,선팩테크,54010,소송등의제기ㆍ신청,선팩테크
65,2007-02-28 15:41,피에스엠씨,24850,대표이사변경,피에스엠씨
64,2007-02-28 14:31,비앤비성원,15200,대표이사변경,성원
63,2007-02-27 11:28,홈캐스트,64240,소송등의판결ㆍ결정,홈캐스트
62,2007-02-26 16:28,다휘,55250,대표이사변경,다휘
61,2007-02-23 16:04,한국큐빅,21650,대표이사변경,한국큐빅
60,2007-02-21 09:57,바이오스마트,38460,소송등의제기ㆍ신청,바이오스마트
59,2007-02-21 07:00,바이오스마트,38460,소송등의제기ㆍ신청,바이오스마트
58,2007-02-20 18:04,바이오스마트,38460,대표이사변경,바이오스마트
57,2007-02-20 16:00,파인디지털,38950,소송등의제기ㆍ신청,파인디지털
56,2007-02-16 09:16,청람디지탈,35270,[정정]횡령ㆍ배임혐의발생,청람디지탈
55,2007-02-16 09:08,청람디지탈,35270,[정정]횡령ㆍ배임혐의발생,청람디지탈
54,2007-02-16 07:00,프로비타,14420,소송등의제기ㆍ신청,프로비타
53,2007-02-15 10:50,케이엠에스,38830,회계처리기준위반행위로인한증권선물위원회의검찰고발등,케이엠에스
52,2007-02-15 07:17,셀루메드,49180,대표이사변경,셀루메드
51,2007-02-14 14:24,대한그린파워,60900,소송등의판결ㆍ결정,대한그린파워
50,2007-02-14 14:24,대한그린파워,60900,소송등의판결ㆍ결정,대한그린파워
49,2007-02-13 18:07,청람디지탈,35270,횡령ㆍ배임혐의발생(자회사의 주요경영사항)[정],청람디지탈
48,2007-02-13 17:58,청람디지탈,35270,횡령ㆍ배임혐의발생(자회사의 주요경영사항)[정],청람디지탈
47,2007-02-12 14:01,에이블씨엔씨,78520,대표이사변경,에이블씨엔씨
46,2007-02-09 18:08,선팩테크,54010,대표이사변경,선팩테크
45,2007-02-07 11:45,홈캐스트,64240,소송등의판결ㆍ결정,홈캐스트
44,2007-02-06 15:07,경남제약,53950,대표이사변경,경남제약
43,2007-02-06 14:45,지앤디윈텍,61050,대표이사변경,지앤디윈텍
42,2007-02-06 12:02,케이에스피,73010,대표이사변경,케이에스피
41,2007-02-05 17:50,제이콤,60750,대표이사변경,제이콤
40,2007-02-05 15:20,디에스티,33430,"소송등의제기ㆍ신청(위조ㆍ변조,일정금액이상의청구)",디에스티
39,2007-02-01 07:10,쎄라텍,41550,대표이사변경,쎄라텍
38,2007-01-31 16:17,파인디지털,38950,소송등의판결ㆍ결정,파인디지털
37,2007-01-31 16:17,파인디지털,38950,소송등의판결ㆍ결정,파인디지털
36,2007-01-31 16:06,파인디지털,38950,소송등의판결ㆍ결정,파인디지털
35,2007-01-31 15:01,트레이스,52290,대표이사변경,트레이스
34,2007-01-31 11:31,에스피지,58610,대표이사변경,에스피지
33,2007-01-30 17:24,파인디지털,38950,소송등의판결ㆍ결정,파인디지털
32,2007-01-30 14:40,테이크시스템,76090,대표이사변경,테이크시스템즈
31,2007-01-29 14:58,엠엔에프씨,48640,대표이사변경,엠엔에프씨
30,2007-01-25 17:49,세븐코스프,17160,대표이사변경,세븐코스프
29,2007-01-25 17:32,파인디지털,38950,소송등의제기ㆍ신청,파인디지털
28,2007-01-25 16:50,대선조선,31990,소송등의판결ㆍ결정,대선조선
27,2007-01-25 16:00,비엔디,47940,횡령ㆍ배임 혐의발생(자율공시),비엔디
26,2007-01-24 17:09,홈캐스트,64240,소송등의제기ㆍ신청,홈캐스트
25,2007-01-24 15:41,파인디지털,38950,소송등의제기ㆍ신청,파인디지털
24,2007-01-24 15:41,파인디지털,38950,소송등의제기ㆍ신청,파인디지털
23,2007-01-24 15:41,파인디지털,38950,소송등의제기ㆍ신청,파인디지털
22,2007-01-23 18:04,파인디지털,38950,소송등의제기ㆍ신청,파인디지털
21,2007-01-22 16:51,한텔,41940,대표이사변경,한텔
20,2007-01-22 09:51,원익홀딩스,30530,대표이사변경,원익홀딩스
19,2007-01-19 16:03,오리엔트정공,65500,대표이사변경,오리엔트정공
18,2007-01-19 13:11,세코닉스,53450,대표이사변경,세코닉스
17,2007-01-18 17:54,뉴보텍,60260,"소송등의제기ㆍ신청(위조ㆍ변조,일정금액이상의청구)",뉴보텍
16,2007-01-17 17:51,블루젬디앤씨,53040,"소송등의제기ㆍ신청(위조ㆍ변조,일정금액이상의청구)",블루젬디앤씨
15,2007-01-17 15:21,지앤디윈텍,61050,[정정]소송등의판결ㆍ결정,지앤디윈텍
14,2007-01-17 14:19,디에스티,33430,횡령ㆍ배임사실확인(자회사의 주요경영사항),디에스티
13,2007-01-17 14:14,지앤디윈텍,61050,소송등의판결ㆍ결정[정],지앤디윈텍
12,2007-01-16 14:53,유일엔시스,38720,대표이사변경,유일엔시스
11,2007-01-16 13:40,케이에스알,66340,소송등의판결ㆍ결정,케이에스리소스
10,2007-01-15 14:50,토비스,51360,대표이사변경,토비스
9,2007-01-12 07:03,지앤디윈텍,61050,소송등의판결ㆍ결정,지앤디윈텍
8,2007-01-11 16:46,이롬텍,45400,횡령ㆍ배임혐의발생,이롬텍
7,2007-01-10 15:36,케이이엔지,77960,대표이사변경,케이이엔지
6,2007-01-08 16:33,지앤디윈텍,61050,소송등의제기ㆍ신청,지앤디윈텍
5,2007-01-04 07:31,프로비타,14420,횡령ㆍ배임혐의발생,프로비타
4,2007-01-02 17:29,지엔텍홀딩스,65410,대표이사변경,지엔텍홀딩스
3,2007-01-02 17:09,지앤디윈텍,61050,소송등의제기ㆍ신청,지앤디윈텍
2,2007-01-02 15:25,비츠로시스,54220,대표이사변경,비츠로시스
1,2007-01-02 14:47,젬백스,82270,대표이사변경,젬백스&카엘
737,2008-12-31 18:19,자강,36790,소송등의제기ㆍ신청(상장금지가처분 신청),자강
736,2008-12-31 15:51,에이스테크,88800,대표이사변경,에이스테크놀로지
735,2008-12-31 12:04,에프아이투어,47370,대표이사변경,에프아이투어
734,2008-12-31 11:32,대주전자재료,78600,대표이사변경,대주전자재료
733,2008-12-30 17:36,카라반케이디이,32570,대표이사변경,카라반케이디이
732,2008-12-26 17:04,에듀아크,46350,대표이사변경,에듀아크
731,2008-12-26 14:29,트리니티,53070,횡령ㆍ배임혐의발생,트리니티
730,2008-12-24 17:57,대한그린파워,60900,대표이사변경[정],대한그린파워
729,2008-12-24 17:38,테이크시스템,76090,대표이사변경,테이크시스템즈
728,2008-12-24 17:31,릭스솔루션,29480,대표이사변경,릭스솔루션
727,2008-12-24 15:37,도움,78610,대표이사변경,도움
726,2008-12-24 11:48,트리니티,53070,횡령ㆍ배임혐의발생,트리니티
725,2008-12-24 10:35,제이앤유글로벌,86200,대표이사변경,제이앤유글로벌
724,2008-12-23 17:45,조광ILI,44060,소송등의제기ㆍ신청,조광아이엘아이
723,2008-12-23 16:07,쎄라텍,41550,소송등의제기ㆍ신청,쎄라텍
722,2008-12-23 07:09,블루멈,33880,횡령ㆍ배임혐의발생,룩소네이트
721,2008-12-22 18:00,네이쳐글로벌,88020,"소송등의판결ㆍ결정(위조ㆍ변조,일정금액이상의청구)",네이쳐글로벌
720,2008-12-22 17:19,뉴보텍,60260,"소송등의제기ㆍ신청(위조ㆍ변조,일정금액이상의청구)",뉴보텍
719,2008-12-22 17:04,모빌링크,41310,대표이사변경,모빌링크텔레콤
718,2008-12-22 12:04,트리니티,53070,"소송등의판결ㆍ결정(위조ㆍ변조,일정금액이상의청구)",트리니티
717,2008-12-22 07:00,조광ILI,44060,소송등의제기ㆍ신청,조광아이엘아이
716,2008-12-19 18:09,트리니티,53070,"소송등의판결ㆍ결정(위조ㆍ변조,일정금액이상의청구)",트리니티
715,2008-12-18 17:34,CT&T,50470,[정정]소송등의판결ㆍ결정,씨티앤티
714,2008-12-18 16:59,바이오스마트,38460,소송등의판결ㆍ결정(자율공시:일정금액미만의청구),바이오스마트
713,2008-12-18 07:09,디에스피,16040,회생절차개시신청,디에스피이엔티
712,2008-12-17 17:34,도움,78610,대표이사변경,도움
711,2008-12-17 17:01,네스테크,37540,소송등의판결ㆍ결정,네스테크
710,2008-12-17 13:34,CT&T,50470,소송등의판결ㆍ결정[정],씨티앤티
709,2008-12-16 16:47,위지트,36090,소송등의제기ㆍ신청,위지트
708,2008-12-16 15:49,씨모텍,81090,소송등의판결ㆍ결정,씨모텍
707,2008-12-15 17:40,엠엔에프씨,48640,소송등의제기ㆍ신청,엠엔에프씨
706,2008-12-15 17:00,위노바,39790,소송등의제기ㆍ신청,위노바
705,2008-12-15 16:59,위노바,39790,소송등의제기ㆍ신청,위노바
704,2008-12-15 16:55,트리니티,53070,소송등의제기ㆍ신청,트리니티
703,2008-12-15 14:49,비에이치아이,83650,대표이사변경,비에이치아이
702,2008-12-12 18:14,위지트,36090,소송등의제기ㆍ신청,위지트
701,2008-12-12 18:02,엠케이전자,33160,대표이사변경,엠케이전자
700,2008-12-12 15:34,폴켐,33190,대표이사변경,폴켐
699,2008-12-12 15:07,모라리소스,18890,"소송등의판결ㆍ결정(위조ㆍ변조,일정금액이상의청구)",브이오산업
698,2008-12-12 14:19,젬백스,82270,소송등의판결ㆍ결정,젬백스&카엘
697,2008-12-12 07:20,우수씨엔에스,60550,횡령ㆍ배임혐의발생,우수씨엔에스
696,2008-12-11 17:56,블루멈,33880,횡령ㆍ배임혐의발생[정],룩소네이트
695,2008-12-11 16:37,스페코,13810,"소송등의제기ㆍ신청(위조ㆍ변조,일정금액이상의청구)",스페코
694,2008-12-10 16:27,중앙바이오텍,15170,대표이사변경,중앙바이오텍
693,2008-12-10 11:26,셀트리온제약,68760,대표이사변경,셀트리온제약
692,2008-12-10 07:06,엘앤씨피,15390,대표이사변경,엘앤씨피
691,2008-12-09 17:48,블루멈,33880,횡령ㆍ배임혐의발생[정],룩소네이트
690,2008-12-09 17:22,트리니티,53070,대표이사변경,트리니티
689,2008-12-09 10:06,헤쎄나,36270,대표이사변경,헤쎄나
688,2008-12-09 07:10,에듀아크,46350,"소송등의제기ㆍ신청(위조ㆍ변조,일정금액이상의청구)",에듀아크
687,2008-12-08 17:40,모라리소스,18890,소송등의판결ㆍ결정,브이오산업
686,2008-12-08 07:00,SK머티리얼즈,36490,소송등의제기ㆍ신청,에스케이 머티리얼즈
685,2008-12-05 18:01,트리니티,53070,대표이사변경,트리니티
684,2008-12-05 16:58,에프아이투어,47370,대표이사변경,에프아이투어
683,2008-12-04 17:42,좋은사람들,33340,대표이사변경,좋은사람들
682,2008-12-04 15:53,한국알콜,17890,소송등의제기ㆍ신청,한국알콜산업
681,2008-12-03 14:20,산양전기,79870,소송등의판결ㆍ결정,산양전기
680,2008-12-03 07:13,에이스하이텍,71930,"소송등의판결ㆍ결정(위조ㆍ변조,일정금액이상의청구)",에이스하이텍
679,2008-12-02 17:26,우수씨엔에스,60550,대표이사변경,우수씨엔에스
678,2008-12-01 16:53,엠씨티티코어,52210,소송등의판결ㆍ결정,엠씨티티코어
677,2008-12-01 16:41,셀트리온제약,68760,횡령ㆍ배임혐의발생,셀트리온제약
676,2008-12-01 15:45,포이보스,38810,대표이사변경,포이보스
675,2008-12-01 14:40,영진코퍼레이션,53330,대표이사변경,영진코퍼레이션
674,2008-11-28 17:53,테스텍,48510,"소송등의판결ㆍ결정(위조ㆍ변조,일정금액이상의청구)",테스텍
673,2008-11-27 16:44,도움,78610,"소송등의판결ㆍ결정(위조ㆍ변조,일정금액이상의청구)",도움
672,2008-11-26 16:32,세븐코스프,17160,소송등의판결ㆍ결정,세븐코스프
671,2008-11-25 17:51,썬코어,51170,소송등의판결ㆍ결정,썬코어
670,2008-11-25 17:50,썬코어,51170,소송등의판결ㆍ결정,썬코어
669,2008-11-25 17:50,썬코어,51170,소송등의판결ㆍ결정,썬코어
668,2008-11-25 17:27,알이엔,23670,횡령ㆍ배임혐의발생,알이네트웍스
667,2008-11-25 15:22,폴켐,33190,대표이사변경,폴켐
666,2008-11-24 16:29,에이스일렉,38690,대표이사변경,에이스일렉트로닉스
665,2008-11-24 16:16,다휘,55250,소송등의판결ㆍ결정,다휘
664,2008-11-24 13:40,에이원마이크로,37380,대표이사변경,에이원마이크로
663,2008-11-20 17:19,세동,53060,소송등의제기ㆍ신청(자율공시:일정금액미만의청구),세동
662,2008-11-20 17:01,알이엔,23670,"소송등의판결ㆍ결정(위조ㆍ변조,일정금액이상의청구)",알이네트웍스
661,2008-11-20 16:46,트리니티,53070,소송등의제기ㆍ신청,트리니티
660,2008-11-19 16:32,썬코어,51170,소송등의제기ㆍ신청,썬코어
659,2008-11-19 15:14,네스테크,37540,소송등의제기ㆍ신청,네스테크
658,2008-11-19 13:59,3SOFT,36360,소송등의판결ㆍ결정(손해배상청구에 대한 기각),쓰리소프트
657,2008-11-18 17:09,하이럭스,79340,대표이사변경,하이럭스
656,2008-11-18 16:55,블루멈,33880,대표이사변경,룩소네이트
655,2008-11-18 16:53,썬코어,51170,소송등의제기ㆍ신청,썬코어
654,2008-11-18 15:38,중앙바이오텍,15170,대표이사변경,중앙바이오텍
653,2008-11-17 17:57,케이엠에스,38830,"소송등의제기ㆍ신청(위조ㆍ변조,일정금액이상의청구)",케이엠에스
652,2008-11-17 16:21,폴켐,33190,대표이사변경,폴켐
651,2008-11-17 16:03,하이드로젠파워,70080,소송등의판결ㆍ결정(합병계약무효확인 소 취하),삼보오토
650,2008-11-17 14:11,와이즈파워,40670,대표이사변경,와이즈파워
649,2008-11-17 07:32,알이엔,23670,대표이사변경,알이네트웍스
648,2008-11-17 07:20,도움,78610,횡령ㆍ배임혐의발생,도움
647,2008-11-14 17:21,쎄라텍,41550,대표이사변경,쎄라텍
646,2008-11-14 17:10,테이크시스템,76090,[정정]대표이사변경,테이크시스템즈
645,2008-11-14 15:42,테이크시스템,76090,대표이사변경[정],테이크시스템즈
644,2008-11-14 15:12,SIMPAC Metal,90730,대표이사변경,심팩메탈
643,2008-11-13 14:07,대한그린파워,60900,대표이사변경,대한그린파워
642,2008-11-12 16:31,도움,78610,"소송등의판결ㆍ결정(위조ㆍ변조,일정금액이상의청구)",도움
641,2008-11-10 17:41,모빌링크,41310,횡령ㆍ배임혐의발생,모빌링크텔레콤
640,2008-11-10 17:35,클라우드에어,36170,대표이사변경,클라우드에어
639,2008-11-10 17:18,좋은사람들,33340,소송등의판결ㆍ결정(신주 및 전환사채발행 유지청구 소송취하),좋은사람들
638,2008-11-10 15:57,씨모텍,81090,소송등의제기ㆍ신청(임시주주총회소집 허가신청),씨모텍
637,2008-11-10 11:59,삼보모터스,53700,대표이사변경,삼보모터스
636,2008-11-07 13:57,유퍼트,60670,대표이사변경,유퍼트
635,2008-11-06 17:00,하이럭스,79340,대표이사변경,하이럭스
634,2008-11-06 16:45,크린앤사이언스,45520,재해발생,크린앤사이언스
633,2008-11-06 15:08,포이보스,38810,벌금등의부과(자율공시),포이보스
632,2008-11-06 15:08,포이보스,38810,회계처리기준위반행위로인한증권선물위원회의검찰고발등,포이보스
631,2008-11-06 11:49,CMG제약,58820,[정정]회계처리기준위반행위로인한증권선물위원회의검찰고발등,CMG제약
630,2008-11-05 18:06,CMG제약,58820,회계처리기준위반행위로인한증권선물위원회의검찰고발등[정],CMG제약
629,2008-11-05 17:46,썬코어,51170,소송등의제기ㆍ신청,썬코어
628,2008-11-05 12:33,트리니티,53070,소송등의판결ㆍ결정,트리니티
627,2008-11-05 07:32,케이알,35950,횡령ㆍ배임혐의발생,케이알
626,2008-11-04 17:24,세동,53060,횡령ㆍ배임혐의발생,세동
625,2008-11-03 17:06,에이프로테크놀로지,45470,소송등의판결ㆍ결정,에이프로테크놀로지
624,2008-11-03 15:51,썬코어,51170,소송등의제기ㆍ신청,썬코어
623,2008-11-03 15:47,썬코어,51170,소송등의제기ㆍ신청,썬코어
622,2008-11-03 14:00,코디콤,41800,대표이사변경,코디콤
621,2008-10-31 16:16,도움,78610,"소송등의판결ㆍ결정(위조ㆍ변조,일정금액이상의청구)",도움
620,2008-10-31 15:37,IDH,26230,회생절차개시결정,아이디에이치
619,2008-10-31 14:52,이롬텍,45400,대표이사변경,이롬텍
618,2008-10-30 10:33,위노바,39790,[정정]소송등의제기ㆍ신청(자율공시:일정금액미만의청구),위노바
617,2008-10-29 17:57,트리니티,53070,회계처리기준위반행위로인한검찰기소,트리니티
616,2008-10-29 17:36,트리니티,53070,횡령ㆍ배임혐의발생,트리니티
615,2008-10-29 17:22,에이스일렉,38690,대표이사변경,에이스일렉트로닉스
614,2008-10-29 16:44,위노바,39790,소송등의제기ㆍ신청(자율공시:일정금액미만의청구)(약속어음금 지급)[정],위노바
613,2008-10-29 15:55,도움,78610,횡령ㆍ배임혐의발생,도움
612,2008-10-29 15:45,이롬텍,45400,대표이사변경,이롬텍
611,2008-10-29 13:33,프리젠,60910,회계처리기준위반행위로인한검찰기소,프리젠
610,2008-10-29 13:22,프리젠,60910,[정정]횡령ㆍ배임혐의발생,프리젠
609,2008-10-29 11:57,프리젠,60910,횡령ㆍ배임혐의발생[정],프리젠
608,2008-10-27 17:53,SK머티리얼즈,36490,대표이사변경,에스케이 머티리얼즈
607,2008-10-27 17:31,트레이스,52290,[정정]횡령ㆍ배임혐의발생,트레이스
606,2008-10-27 17:24,티이씨,67950,대표이사변경,티이씨
605,2008-10-27 15:36,디보스,80140,횡령ㆍ배임혐의발생,디보스
604,2008-10-24 17:35,위노바,39790,소송등의제기ㆍ신청(주주총회 결의 취소),위노바
603,2008-10-24 17:32,네스테크,37540,소송등의판결ㆍ결정,네스테크
602,2008-10-24 17:31,네스테크,37540,소송등의판결ㆍ결정,네스테크
601,2008-10-24 11:13,대아티아이,45390,"소송등의판결ㆍ결정(위조ㆍ변조,일정금액이상의청구)",대아티아이
600,2008-10-24 07:17,도움,78610,대표이사변경,도움
599,2008-10-23 18:05,트레이스,52290,횡령ㆍ배임혐의발생[정],트레이스
598,2008-10-23 17:46,단성일렉트론,85990,대표이사변경,영찬테크
597,2008-10-23 17:37,모빌링크,41310,대표이사변경,모빌링크텔레콤
596,2008-10-23 15:46,모라리소스,18890,소송등의제기ㆍ신청(주주총회소집허가신청),브이오산업
595,2008-10-23 14:56,삼보모터스,53700,"소송등의제기ㆍ신청(위조ㆍ변조,일정금액이상의청구)",삼보모터스
594,2008-10-23 10:54,이롬텍,45400,벌금등의부과(자율공시),이롬텍
593,2008-10-23 09:32,네스테크,37540,회계처리기준위반행위로인한증권선물위원회의검찰고발등,네스테크
592,2008-10-22 17:25,티이씨,67950,소송등의제기ㆍ신청,티이씨
591,2008-10-22 16:50,씨티엘테크,88960,"소송등의제기ㆍ신청(위조ㆍ변조,일정금액이상의청구)",씨티엘테크
590,2008-10-22 14:23,테이크시스템,76090,대표이사변경,테이크시스템즈
589,2008-10-21 17:33,프리젠,60910,대표이사변경,프리젠
588,2008-10-21 16:43,에이프로테크놀로지,45470,소송등의제기ㆍ신청,에이프로테크놀로지
587,2008-10-21 07:14,케이알,35950,횡령ㆍ배임 혐의 진행사항,케이알
586,2008-10-20 17:51,IDH,26230,회생절차개시신청,아이디에이치
585,2008-10-20 17:15,CT&T,50470,대표이사변경,씨티앤티
584,2008-10-20 15:23,네스테크,37540,소송등의판결ㆍ결정,네스테크
583,2008-10-20 15:19,KCI,36670,소송등의판결ㆍ결정(신주발행금지가처분의 취하),케이씨아이
582,2008-10-17 16:34,트리니티,53070,"소송등의판결ㆍ결정(위조ㆍ변조,일정금액이상의청구)",트리니티
581,2008-10-16 17:46,썬코어,51170,소송등의판결ㆍ결정,썬코어
580,2008-10-16 16:59,아이스테이션,56010,대표이사변경,아이스테이션
579,2008-10-15 15:46,비엔디,47940,"소송등의판결ㆍ결정(위조ㆍ변조,일정금액이상의청구)",비엔디
578,2008-10-15 11:48,트리니티,53070,소송등의제기ㆍ신청,트리니티
577,2008-10-14 17:51,티이씨,67950,소송등의제기ㆍ신청,티이씨
576,2008-10-14 17:51,티이씨,67950,소송등의제기ㆍ신청,티이씨
575,2008-10-14 17:50,티이씨,67950,소송등의제기ㆍ신청,티이씨
574,2008-10-14 17:50,티이씨,67950,소송등의제기ㆍ신청,티이씨
573,2008-10-14 17:38,엘앤씨피,15390,대표이사변경,엘앤씨피
572,2008-10-14 16:13,이룸지엔지,50640,대표이사변경,이룸지엔지
