회사명,거래소코드,회계년도,종가
(주)연이비앤티,090740,2017/12,2335
(주)연이비앤티,090740,2018/12,3280
(주)연이비앤티,090740,2019/12,6480
(주)연이비앤티,090740,2020/12,6680
(주)연이비앤티,090740,2013/12,2890
(주)연이비앤티,090740,2007/12,2625
(주)영림원소프트랩,060850,2008/12,
(주)영림원소프트랩,060850,2009/12,
(주)영림원소프트랩,060850,2010/12,
(주)영림원소프트랩,060850,2011/12,
(주)영림원소프트랩,060850,2012/12,
(주)영림원소프트랩,060850,2013/12,
(주)영림원소프트랩,060850,2014/12,
(주)영림원소프트랩,060850,2015/12,
(주)영림원소프트랩,060850,2016/12,
(주)영림원소프트랩,060850,2017/12,
(주)영림원소프트랩,060850,2018/12,
(주)영림원소프트랩,060850,2019/12,
(주)영림원소프트랩,060850,2020/12,14150
(주)영림원소프트랩,060850,2005/12,
(주)영림원소프트랩,060850,2004/12,
(주)영우디에스피,143540,2008/12,
(주)영우디에스피,143540,2009/12,
(주)영우디에스피,143540,2010/12,
(주)영우디에스피,143540,2011/12,
(주)영우디에스피,143540,2012/12,
(주)영우디에스피,143540,2013/12,
(주)영우디에스피,143540,2014/12,6590
(주)영우디에스피,143540,2015/12,10000
(주)영우디에스피,143540,2016/12,11350
(주)영우디에스피,143540,2017/12,4995
(주)영우디에스피,143540,2018/12,825
(주)영우디에스피,143540,2019/12,2530
(주)영우디에스피,143540,2020/12,2290
(주)영우디에스피,143540,2007/12,
(주)영우디에스피,143540,2006/12,
(주)영진코퍼레이션,053330,2002/12,1650
(주)영진코퍼레이션,053330,2003/12,1110
(주)영진코퍼레이션,053330,2001/12,7400
(주)영진코퍼레이션,053330,2005/12,760
(주)영진코퍼레이션,053330,2006/12,460
(주)영진코퍼레이션,053330,2007/12,345
(주)영진코퍼레이션,053330,2004/12,790
(주)영진코퍼레이션,053330,2008/12,910
(주)영진코퍼레이션,053330,2010/12,702
(주)영진코퍼레이션,053330,2011/12,540
(주)영진코퍼레이션,053330,2012/12,1495
(주)영진코퍼레이션,053330,2013/12,994
(주)영진코퍼레이션,053330,2014/12,197
(주)영진코퍼레이션,053330,2000/12,
(주)영진코퍼레이션,053330,2009/12,725
(주)영현무역,242850,2016/12,
(주)영현무역,242850,2017/12,
(주)영현무역,242850,2018/12,
(주)영현무역,242850,2015/12,
(주)영현무역,242850,2014/12,
(주)예당컴퍼니,049000,2001/06,8900
(주)예당컴퍼니,049000,2000/06,
(주)예당컴퍼니,049000,2002/06,4360
(주)예당컴퍼니,049000,2005/12,11650
(주)예당컴퍼니,049000,2006/12,4470
(주)예당컴퍼니,049000,2007/12,3055
(주)예당컴퍼니,049000,2008/12,805
(주)예당컴퍼니,049000,2009/12,930
(주)예당컴퍼니,049000,2010/12,819
(주)예당컴퍼니,049000,2004/06,8570
(주)예당컴퍼니,049000,2012/12,1990
(주)예당컴퍼니,049000,2011/12,840
(주)예당컴퍼니,049000,2003/06,4560
(주)예림당,036000,2001/12,11950
(주)예림당,036000,2002/12,2500
(주)예림당,036000,2003/12,3380
(주)예림당,036000,2004/12,2070
(주)예림당,036000,2005/12,2850
(주)예림당,036000,2006/12,1680
(주)예림당,036000,2007/12,1290
(주)예림당,036000,2008/12,1795
(주)예림당,036000,2009/12,4355
(주)예림당,036000,2010/12,6680
(주)예림당,036000,2011/12,7690
(주)예림당,036000,2012/12,5260
(주)예림당,036000,2013/12,5930
(주)예림당,036000,2014/12,6500
(주)예림당,036000,2015/12,4960
(주)예림당,036000,2016/12,4595
(주)예림당,036000,2017/12,9250
(주)예림당,036000,2018/12,5400
(주)예림당,036000,2019/12,3750
(주)예림당,036000,2020/12,2985
(주)예림당,036000,2000/12,4840
(주)예림당,036000,1999/12,10500
(주)예선테크,250930,2018/12,2060
(주)예선테크,250930,2017/12,1990
(주)예선테크,250930,2020/12,2545
(주)예선테크,250930,2019/12,2510
(주)예선테크,250930,2016/12,1990
(주)예스티,122640,2007/12,
(주)예스티,122640,2008/12,
(주)예스티,122640,2009/12,
(주)예스티,122640,2010/12,
(주)예스티,122640,2006/12,
(주)예스티,122640,2012/12,
(주)예스티,122640,2013/12,
(주)예스티,122640,2014/12,
(주)예스티,122640,2015/12,18350
(주)예스티,122640,2016/12,30300
(주)예스티,122640,2017/12,54000
(주)예스티,122640,2018/12,7520
(주)예스티,122640,2019/12,13800
(주)예스티,122640,2005/12,
(주)예스티,122640,2011/12,
(주)예스티,122640,2020/12,8900
(주)예일바이오텍,054250,2001/12,3770
(주)예일바이오텍,054250,2002/12,2030
(주)예일바이오텍,054250,2003/12,2960
(주)예일바이오텍,054250,2004/12,5950
(주)예일바이오텍,054250,2005/12,970
(주)예일바이오텍,054250,2006/12,360
(주)예일바이오텍,054250,1999/12,
(주)예일바이오텍,054250,2000/12,
(주)오공,045060,2001/12,3320
(주)오공,045060,2002/12,1820
(주)오공,045060,2003/12,1280
(주)오공,045060,2004/12,935
(주)오공,045060,2005/12,2055
(주)오공,045060,2006/12,1745
(주)오공,045060,2007/12,1740
(주)오공,045060,2008/12,910
(주)오공,045060,2009/12,1595
(주)오공,045060,2010/12,1850
(주)오공,045060,2011/12,1380
(주)오공,045060,2012/12,1630
(주)오공,045060,2013/12,2185
(주)오공,045060,2014/12,4085
(주)오공,045060,2015/12,4420
(주)오공,045060,2016/12,5190
(주)오공,045060,2017/12,5090
(주)오공,045060,2018/12,3180
(주)오공,045060,2019/12,3375
(주)오공,045060,2020/12,5050
(주)오공,045060,2000/12,3650
(주)오공,045060,1999/12,
(주)오디텍,080520,2007/12,8000
(주)오디텍,080520,2008/12,3060
(주)오디텍,080520,2009/12,10400
(주)오디텍,080520,2010/12,12000
(주)오디텍,080520,2011/12,7100
(주)오디텍,080520,2012/12,12650
(주)오디텍,080520,2013/12,13850
(주)오디텍,080520,2014/12,8760
(주)오디텍,080520,2015/12,8100
(주)오디텍,080520,2016/12,8430
(주)오디텍,080520,2017/12,8450
(주)오디텍,080520,2018/12,5880
(주)오디텍,080520,2019/12,4870
(주)오디텍,080520,2020/12,5260
(주)오디텍,080520,2006/12,
(주)오디텍,080520,2005/12,
(주)오로스테크놀로지,322310,2015/12,
(주)오로스테크놀로지,322310,2016/12,
(주)오로스테크놀로지,322310,2017/12,
(주)오로스테크놀로지,322310,2018/12,
(주)오로스테크놀로지,322310,2019/12,
(주)오로스테크놀로지,322310,2020/12,
(주)오로스테크놀로지,322310,2014/12,
(주)오로스테크놀로지,322310,2013/12,
(주)오르비텍,046120,2001/12,
(주)오르비텍,046120,2002/12,
(주)오르비텍,046120,2003/12,
(주)오르비텍,046120,2004/12,
(주)오르비텍,046120,2005/12,
(주)오르비텍,046120,2006/12,
(주)오르비텍,046120,2007/12,
(주)오르비텍,046120,2008/12,
(주)오르비텍,046120,2009/12,
(주)오르비텍,046120,2000/12,
(주)오르비텍,046120,2011/12,2715
(주)오르비텍,046120,2012/12,3330
(주)오르비텍,046120,2013/12,3400
(주)오르비텍,046120,2014/12,2265
(주)오르비텍,046120,2015/12,6600
(주)오르비텍,046120,2016/12,4895
(주)오르비텍,046120,1999/12,
(주)오르비텍,046120,2018/12,4565
(주)오르비텍,046120,2019/12,3545
(주)오르비텍,046120,2020/12,4480
(주)오르비텍,046120,2010/12,4240
(주)오르비텍,046120,2017/12,3670
(주)오리엔탈정공,014940,2001/12,14850
(주)오리엔탈정공,014940,2002/12,780
(주)오리엔탈정공,014940,2003/12,2110
(주)오리엔탈정공,014940,2004/12,935
(주)오리엔탈정공,014940,2005/12,1605
(주)오리엔탈정공,014940,2006/12,2215
(주)오리엔탈정공,014940,2007/12,12600
(주)오리엔탈정공,014940,2008/12,3300
(주)오리엔탈정공,014940,2009/12,3810
(주)오리엔탈정공,014940,2010/12,3920
(주)오리엔탈정공,014940,2011/12,1490
(주)오리엔탈정공,014940,2012/12,3685
(주)오리엔탈정공,014940,2000/12,
(주)오리엔탈정공,014940,2014/12,658
(주)오리엔탈정공,014940,2015/12,2140
(주)오리엔탈정공,014940,2016/12,2105
(주)오리엔탈정공,014940,2017/12,978
(주)오리엔탈정공,014940,2018/12,711
(주)오리엔탈정공,014940,2019/12,800
(주)오리엔탈정공,014940,2020/12,2460
(주)오리엔탈정공,014940,1999/12,
(주)오리엔탈정공,014940,2013/12,1300
(주)오리엔트정공,065500,2001/12,
(주)오리엔트정공,065500,2002/12,900
(주)오리엔트정공,065500,2003/12,1170
(주)오리엔트정공,065500,2004/12,1110
(주)오리엔트정공,065500,2005/12,3580
(주)오리엔트정공,065500,2006/12,3145
(주)오리엔트정공,065500,2007/12,5450
(주)오리엔트정공,065500,2008/12,3290
(주)오리엔트정공,065500,2009/12,3030
(주)오리엔트정공,065500,2010/12,2165
(주)오리엔트정공,065500,2011/12,520
(주)오리엔트정공,065500,2012/12,1235
(주)오리엔트정공,065500,2013/12,1090
(주)오리엔트정공,065500,2014/12,660
(주)오리엔트정공,065500,2015/12,1170
(주)오리엔트정공,065500,2016/12,1010
(주)오리엔트정공,065500,2017/12,647
(주)오리엔트정공,065500,2018/12,465
(주)오리엔트정공,065500,2019/12,388
(주)오리엔트정공,065500,2020/12,817
(주)오리엔트정공,065500,1999/12,
(주)오리엔트정공,065500,2000/12,
(주)오리콤,010470,2000/12,11650
(주)오리콤,010470,2001/12,10900
(주)오리콤,010470,1999/12,
(주)오리콤,010470,2002/12,5990
(주)오리콤,010470,2005/12,12000
(주)오리콤,010470,2004/12,9940
(주)오리콤,010470,2007/12,15600
(주)오리콤,010470,2008/12,6160
(주)오리콤,010470,2009/12,7140
(주)오리콤,010470,2006/12,8720
(주)오리콤,010470,2011/12,14750
(주)오리콤,010470,2012/12,2730
(주)오리콤,010470,2013/12,2650
(주)오리콤,010470,2010/12,9730
(주)오리콤,010470,2015/12,9500
(주)오리콤,010470,2016/12,5990
(주)오리콤,010470,2017/12,5070
(주)오리콤,010470,2018/12,5110
(주)오리콤,010470,2019/12,4990
(주)오리콤,010470,2020/12,5430
(주)오리콤,010470,2014/12,3600
(주)오리콤,010470,2003/12,9750
(주)오브제,058680,2003/12,4850
(주)오브제,058680,2004/12,3210
(주)오브제,058680,2002/12,4660
(주)오브제,058680,2006/12,4770
(주)오브제,058680,2007/12,5200
(주)오브제,058680,2005/12,13700
(주)오브제,058680,2001/12,
(주)오비고,352910,2007/12,
(주)오비고,352910,2008/12,
(주)오비고,352910,2006/12,
(주)오비고,352910,2010/12,
(주)오비고,352910,2011/12,
(주)오비고,352910,2012/12,
(주)오비고,352910,2013/12,
(주)오비고,352910,2014/12,
(주)오비고,352910,2015/12,
(주)오비고,352910,2016/12,
(주)오비고,352910,2017/12,
(주)오비고,352910,2018/12,
(주)오비고,352910,2019/12,
(주)오비고,352910,2020/12,
(주)오비고,352910,2009/12,
(주)오비고,352910,2004/12,
(주)오스코텍,039200,2004/12,
(주)오스코텍,039200,2005/12,
(주)오스코텍,039200,2006/12,
(주)오스코텍,039200,2007/12,6050
(주)오스코텍,039200,2008/12,3240
(주)오스코텍,039200,2009/12,2955
(주)오스코텍,039200,2010/12,1935
(주)오스코텍,039200,2011/12,3880
(주)오스코텍,039200,2012/12,1645
(주)오스코텍,039200,2013/12,1735
(주)오스코텍,039200,2014/12,1950
(주)오스코텍,039200,2015/12,7000
(주)오스코텍,039200,2016/12,7150
(주)오스코텍,039200,2017/12,16450
(주)오스코텍,039200,2018/12,22600
(주)오스코텍,039200,2019/12,24100
(주)오스코텍,039200,2020/12,65600
(주)오스코텍,039200,2003/12,
(주)오스코텍,039200,2002/12,
(주)오스테오닉,226400,2017/12,
(주)오스테오닉,226400,2016/12,
(주)오스테오닉,226400,2019/12,3185
(주)오스테오닉,226400,2015/12,
(주)오스테오닉,226400,2018/12,4070
(주)오스테오닉,226400,2020/12,3010
(주)오스템,031510,2001/12,4760
(주)오스템,031510,2002/12,5600
(주)오스템,031510,2003/12,510
(주)오스템,031510,2004/12,515
(주)오스템,031510,1999/12,4780
(주)오스템,031510,2006/12,1460
(주)오스템,031510,2000/12,3380
(주)오스템,031510,2008/12,970
(주)오스템,031510,2009/12,1155
(주)오스템,031510,2010/12,2590
(주)오스템,031510,2011/12,2345
(주)오스템,031510,2012/12,2035
(주)오스템,031510,2013/12,2090
(주)오스템,031510,2014/12,2305
(주)오스템,031510,2015/12,2105
(주)오스템,031510,2016/12,4565
(주)오스템,031510,2017/12,6040
(주)오스템,031510,2018/12,3800
(주)오스템,031510,2019/12,2020
(주)오스템,031510,2020/12,2870
(주)오스템,031510,2007/12,2855
(주)오스템,031510,2005/12,2250
(주)오이솔루션,138080,2008/12,
(주)오이솔루션,138080,2009/12,
(주)오이솔루션,138080,2010/12,
(주)오이솔루션,138080,2011/12,
(주)오이솔루션,138080,2012/12,
(주)오이솔루션,138080,2013/12,
(주)오이솔루션,138080,2006/12,
(주)오이솔루션,138080,2015/12,11550
(주)오이솔루션,138080,2016/12,15050
(주)오이솔루션,138080,2017/12,11600
(주)오이솔루션,138080,2018/12,17000
(주)오이솔루션,138080,2019/12,49450
(주)오이솔루션,138080,2020/12,55900
(주)오이솔루션,138080,2014/12,19250
(주)오이솔루션,138080,2007/12,
(주)오킨스전자,080580,2007/12,
(주)오킨스전자,080580,2008/12,
(주)오킨스전자,080580,2009/12,
(주)오킨스전자,080580,2010/12,
(주)오킨스전자,080580,2011/12,
(주)오킨스전자,080580,2012/12,
(주)오킨스전자,080580,2013/12,
(주)오킨스전자,080580,2014/12,11700
(주)오킨스전자,080580,2015/12,7850
(주)오킨스전자,080580,2016/12,5510
(주)오킨스전자,080580,2017/12,4275
(주)오킨스전자,080580,2018/12,2585
(주)오킨스전자,080580,2019/12,3720
(주)오킨스전자,080580,2020/12,26300
(주)오킨스전자,080580,2006/12,
(주)오킨스전자,080580,2005/12,
(주)오텍,067170,2001/12,
(주)오텍,067170,2003/12,2570
(주)오텍,067170,2002/12,
(주)오텍,067170,2004/12,1120
(주)오텍,067170,2006/12,4200
(주)오텍,067170,2007/12,4860
(주)오텍,067170,2005/12,2650
(주)오텍,067170,2009/12,3000
(주)오텍,067170,2000/12,
(주)오텍,067170,2011/12,9660
(주)오텍,067170,2012/12,7160
(주)오텍,067170,2013/12,5830
(주)오텍,067170,2014/12,5990
(주)오텍,067170,2015/12,4865
(주)오텍,067170,2010/12,3350
(주)오텍,067170,2017/12,11150
(주)오텍,067170,2018/12,10500
(주)오텍,067170,2019/12,11700
(주)오텍,067170,2020/12,16000
(주)오텍,067170,2016/12,9280
(주)오텍,067170,2008/12,2010
(주)오파스넷,173130,2012/12,
(주)오파스넷,173130,2013/12,
(주)오파스넷,173130,2014/12,
(주)오파스넷,173130,2015/12,
(주)오파스넷,173130,2011/12,
(주)오파스넷,173130,2010/12,
(주)오파스넷,173130,2018/12,12650
(주)오파스넷,173130,2019/12,6430
(주)오파스넷,173130,2020/12,6010
(주)오파스넷,173130,2016/12,
(주)오파스넷,173130,2017/12,
(주)오픈베이스,049480,2001/12,3330
(주)오픈베이스,049480,2002/12,1540
(주)오픈베이스,049480,2003/12,1070
(주)오픈베이스,049480,2004/12,1000
(주)오픈베이스,049480,2005/12,1890
(주)오픈베이스,049480,2006/12,960
(주)오픈베이스,049480,2007/12,1020
(주)오픈베이스,049480,2008/12,605
(주)오픈베이스,049480,2009/12,950
(주)오픈베이스,049480,2010/12,738
(주)오픈베이스,049480,2011/12,785
(주)오픈베이스,049480,2012/12,1245
(주)오픈베이스,049480,2013/12,1700
(주)오픈베이스,049480,2014/12,1830
(주)오픈베이스,049480,2015/12,3145
(주)오픈베이스,049480,2016/12,3800
(주)오픈베이스,049480,2017/12,3360
(주)오픈베이스,049480,2018/12,2135
(주)오픈베이스,049480,2019/12,3240
(주)오픈베이스,049480,2020/12,3230
(주)오픈베이스,049480,1999/12,
(주)오픈베이스,049480,2000/12,
(주)오하임아이엔티,309930,2020/12,2820
(주)오하임아이엔티,309930,2019/12,2035
(주)오하임아이엔티,309930,2018/12,2010
(주)옥션,043790,2001/12,19700
(주)옥션,043790,2002/12,26000
(주)옥션,043790,2003/12,67000
(주)옥션,043790,2000/12,17550
(주)옥션,043790,1999/12,
(주)온코퀘스트파마슈티컬,078590,2000/12,
(주)온코퀘스트파마슈티컬,078590,2001/12,
(주)온코퀘스트파마슈티컬,078590,2003/12,
(주)온코퀘스트파마슈티컬,078590,2002/12,
(주)온코퀘스트파마슈티컬,078590,2005/12,5900
(주)온코퀘스트파마슈티컬,078590,2004/12,
(주)온코퀘스트파마슈티컬,078590,2007/12,2370
(주)온코퀘스트파마슈티컬,078590,1999/12,
(주)온코퀘스트파마슈티컬,078590,2009/12,2650
(주)온코퀘스트파마슈티컬,078590,2006/12,3820
(주)온코퀘스트파마슈티컬,078590,2011/12,3055
(주)온코퀘스트파마슈티컬,078590,2012/12,1805
(주)온코퀘스트파마슈티컬,078590,2010/12,3680
(주)온코퀘스트파마슈티컬,078590,2014/12,1455
(주)온코퀘스트파마슈티컬,078590,2015/12,2840
(주)온코퀘스트파마슈티컬,078590,2016/12,2325
(주)온코퀘스트파마슈티컬,078590,2017/12,2070
(주)온코퀘스트파마슈티컬,078590,2018/12,3730
(주)온코퀘스트파마슈티컬,078590,2019/12,1535
(주)온코퀘스트파마슈티컬,078590,2020/12,5130
(주)온코퀘스트파마슈티컬,078590,2008/12,2700
(주)온코퀘스트파마슈티컬,078590,2013/12,1125
(주)올리브나인,052970,2001/12,
(주)올리브나인,052970,2002/12,1700
(주)올리브나인,052970,2003/12,790
(주)올리브나인,052970,2004/12,605
(주)올리브나인,052970,2000/12,
(주)올리브나인,052970,2006/12,2770
(주)올리브나인,052970,1999/12,
(주)올리브나인,052970,2008/12,540
(주)올리브나인,052970,2009/12,1790
(주)올리브나인,052970,2007/12,2305
(주)올리브나인,052970,2005/12,1715
(주)올에버,034970,2001/12,6290
(주)올에버,034970,2002/12,310
(주)올에버,034970,2000/12,16950
(주)올에버,034970,1999/12,14950
(주)옵트론텍,082210,2003/12,
(주)옵트론텍,082210,2004/12,
(주)옵트론텍,082210,2005/12,9720
(주)옵트론텍,082210,2007/12,3040
(주)옵트론텍,082210,2008/12,695
(주)옵트론텍,082210,2006/12,4055
(주)옵트론텍,082210,2010/12,3490
(주)옵트론텍,082210,2009/12,4120
(주)옵트론텍,082210,2012/12,12800
(주)옵트론텍,082210,2013/12,10750
(주)옵트론텍,082210,2002/12,
(주)옵트론텍,082210,2015/12,5060
(주)옵트론텍,082210,2011/12,3750
(주)옵트론텍,082210,2017/12,6500
(주)옵트론텍,082210,2018/12,4400
(주)옵트론텍,082210,2019/12,7400
(주)옵트론텍,082210,2020/12,11750
(주)옵트론텍,082210,2016/12,6140
(주)옵트론텍,082210,2014/12,5300
(주)옵티팜,153710,2013/12,
(주)옵티팜,153710,2016/12,
(주)옵티팜,153710,2014/12,
(주)옵티팜,153710,2018/12,9190
(주)옵티팜,153710,2019/12,9040
(주)옵티팜,153710,2020/12,15200
(주)옵티팜,153710,2017/12,
(주)옵티팜,153710,2015/12,
(주)와이더플래닛,321820,2016/12,
(주)와이더플래닛,321820,2017/12,
(주)와이더플래닛,321820,2018/12,
(주)와이더플래닛,321820,2019/12,
(주)와이더플래닛,321820,2020/12,
(주)와이더플래닛,321820,2015/12,
(주)와이더플래닛,321820,2014/12,
(주)와이비엠넷,057030,2002/12,
(주)와이비엠넷,057030,2004/12,12200
(주)와이비엠넷,057030,2003/12,
(주)와이비엠넷,057030,2005/12,21600
(주)와이비엠넷,057030,2007/12,14900
(주)와이비엠넷,057030,2008/12,6680
(주)와이비엠넷,057030,2006/12,23500
(주)와이비엠넷,057030,2010/12,7780
(주)와이비엠넷,057030,2009/12,8090
(주)와이비엠넷,057030,2012/12,5840
(주)와이비엠넷,057030,2013/12,3805
(주)와이비엠넷,057030,2014/12,4145
(주)와이비엠넷,057030,2001/12,
(주)와이비엠넷,057030,2016/12,8340
(주)와이비엠넷,057030,2017/12,2870
(주)와이비엠넷,057030,2011/12,6840
(주)와이비엠넷,057030,2019/12,3880
(주)와이비엠넷,057030,2020/12,8610
(주)와이비엠넷,057030,2018/12,3045
(주)와이비엠넷,057030,2015/12,4100
(주)와이솔,122990,2010/12,9250
(주)와이솔,122990,2008/12,
(주)와이솔,122990,2012/12,12600
(주)와이솔,122990,2013/12,9850
(주)와이솔,122990,2014/12,7570
(주)와이솔,122990,2009/12,
(주)와이솔,122990,2016/12,15450
(주)와이솔,122990,2017/12,14150
(주)와이솔,122990,2018/12,15450
(주)와이솔,122990,2019/12,15100
(주)와이솔,122990,2020/12,16800
(주)와이솔,122990,2015/12,15700
(주)와이솔,122990,2011/12,17200
(주)와이어블,065530,2003/12,11400
(주)와이어블,065530,2004/12,9300
(주)와이어블,065530,2005/12,11300
(주)와이어블,065530,2006/12,10750
(주)와이어블,065530,2007/12,10550
(주)와이어블,065530,2008/12,4690
(주)와이어블,065530,2009/12,6720
(주)와이어블,065530,2010/12,6490
(주)와이어블,065530,2002/12,11500
(주)와이어블,065530,2012/12,8430
(주)와이어블,065530,2013/12,10100
(주)와이어블,065530,2014/12,16800
(주)와이어블,065530,2015/12,14400
(주)와이어블,065530,2016/12,15500
(주)와이어블,065530,2017/12,15000
(주)와이어블,065530,2018/12,2520
(주)와이어블,065530,2019/12,3280
(주)와이어블,065530,2020/12,4490
(주)와이어블,065530,2011/12,6030
(주)와이어블,065530,2001/12,
(주)와이엔텍,067900,2001/12,
(주)와이엔텍,067900,2002/12,
(주)와이엔텍,067900,2003/12,
(주)와이엔텍,067900,2004/12,
(주)와이엔텍,067900,2005/12,3250
(주)와이엔텍,067900,2006/12,1940
(주)와이엔텍,067900,2007/12,6080
(주)와이엔텍,067900,2008/12,1765
(주)와이엔텍,067900,2009/12,2260
(주)와이엔텍,067900,2010/12,2670
(주)와이엔텍,067900,2011/12,3000
(주)와이엔텍,067900,2012/12,2690
(주)와이엔텍,067900,2013/12,2220
(주)와이엔텍,067900,2014/12,3650
(주)와이엔텍,067900,2015/12,3415
(주)와이엔텍,067900,2016/12,3510
(주)와이엔텍,067900,2017/12,4200
(주)와이엔텍,067900,2018/12,4480
(주)와이엔텍,067900,2019/12,10450
(주)와이엔텍,067900,2020/12,13750
(주)와이엔텍,067900,2000/12,
(주)와이엔텍,067900,1999/12,
(주)와이엠텍,273640,2018/12,
(주)와이엠텍,273640,2019/12,
(주)와이엠텍,273640,2020/12,
(주)와이엠텍,273640,2017/12,
(주)와이엠텍,273640,2016/12,
(주)와이오엠,066430,2000/12,
(주)와이오엠,066430,2002/12,3140
(주)와이오엠,066430,2001/12,
(주)와이오엠,066430,2003/12,2580
(주)와이오엠,066430,2005/12,1685
(주)와이오엠,066430,2007/06,985
(주)와이오엠,066430,2004/12,1290
(주)와이오엠,066430,2009/06,2740
(주)와이오엠,066430,2008/06,90
(주)와이오엠,066430,2011/06,1040
(주)와이오엠,066430,2012/06,668
(주)와이오엠,066430,2013/06,758
(주)와이오엠,066430,1999/12,
(주)와이오엠,066430,2015/12,4545
(주)와이오엠,066430,2016/12,1535
(주)와이오엠,066430,2010/06,2560
(주)와이오엠,066430,2018/12,8150
(주)와이오엠,066430,2019/12,8360
(주)와이오엠,066430,2020/12,1715
(주)와이오엠,066430,2017/12,2715
(주)와이오엠,066430,2014/06,779
(주)와이제이엠게임즈,193250,2015/12,11850
(주)와이제이엠게임즈,193250,2016/12,4910
(주)와이제이엠게임즈,193250,2017/12,3040
(주)와이제이엠게임즈,193250,2018/12,2045
(주)와이제이엠게임즈,193250,2014/12,9290
(주)와이제이엠게임즈,193250,2020/12,1485
(주)와이제이엠게임즈,193250,2013/12,
(주)와이제이엠게임즈,193250,2019/12,1735
(주)와이즈버즈,273060,2018/12,2030
(주)와이즈버즈,273060,2020/12,1705
(주)와이즈버즈,273060,2019/12,2060
(주)와이즈버즈,273060,2017/12,2000
(주)와이즈파워,040670,2001/12,2350
(주)와이즈파워,040670,2002/12,1080
(주)와이즈파워,040670,2003/12,1755
(주)와이즈파워,040670,2004/12,690
(주)와이즈파워,040670,2005/12,1910
(주)와이즈파워,040670,2000/12,2590
(주)와이즈파워,040670,2007/12,1190
(주)와이즈파워,040670,2008/12,365
(주)와이즈파워,040670,2009/12,1850
(주)와이즈파워,040670,2010/12,1260
(주)와이즈파워,040670,2011/12,945
(주)와이즈파워,040670,2012/12,678
(주)와이즈파워,040670,2013/12,370
(주)와이즈파워,040670,2014/12,233
(주)와이즈파워,040670,2006/12,395
(주)와이즈파워,040670,1999/12,
(주)와이지-원,019210,2000/12,2670
(주)와이지-원,019210,2002/12,1950
(주)와이지-원,019210,2001/12,2870
(주)와이지-원,019210,2003/12,2570
(주)와이지-원,019210,2005/12,4495
(주)와이지-원,019210,2006/12,2690
(주)와이지-원,019210,2007/12,4420
(주)와이지-원,019210,2004/12,2175
(주)와이지-원,019210,2009/12,3460
(주)와이지-원,019210,2008/12,3530
(주)와이지-원,019210,2011/12,16650
(주)와이지-원,019210,2012/12,12100
(주)와이지-원,019210,2013/12,11900
(주)와이지-원,019210,2014/12,9350
(주)와이지-원,019210,2015/12,11800
(주)와이지-원,019210,2016/12,9090
(주)와이지-원,019210,1999/12,5370
(주)와이지-원,019210,2018/12,9320
(주)와이지-원,019210,2019/12,7600
(주)와이지-원,019210,2020/12,6340
(주)와이지-원,019210,2017/12,15150
(주)와이지-원,019210,2010/12,4145
(주)와이지엔터테인먼트,122870,2009/12,
(주)와이지엔터테인먼트,122870,2010/12,
(주)와이지엔터테인먼트,122870,2011/12,73600
(주)와이지엔터테인먼트,122870,2012/12,61500
(주)와이지엔터테인먼트,122870,2013/12,52000
(주)와이지엔터테인먼트,122870,2007/12,
(주)와이지엔터테인먼트,122870,2015/12,44550
(주)와이지엔터테인먼트,122870,2016/12,28350
(주)와이지엔터테인먼트,122870,2017/12,28850
(주)와이지엔터테인먼트,122870,2018/12,47500
(주)와이지엔터테인먼트,122870,2019/12,27350
(주)와이지엔터테인먼트,122870,2020/12,44700
(주)와이지엔터테인먼트,122870,2014/12,44200
(주)와이지엔터테인먼트,122870,2008/12,
(주)와이티엔,040300,2002/12,1370
(주)와이티엔,040300,2003/12,1440
(주)와이티엔,040300,2004/12,1205
(주)와이티엔,040300,2005/12,4180
(주)와이티엔,040300,2006/12,3385
(주)와이티엔,040300,2007/12,3385
(주)와이티엔,040300,2008/12,4445
(주)와이티엔,040300,2009/12,4650
(주)와이티엔,040300,2010/12,3680
(주)와이티엔,040300,2011/12,2760
(주)와이티엔,040300,2012/12,3530
(주)와이티엔,040300,2013/12,2790
(주)와이티엔,040300,2014/12,2660
(주)와이티엔,040300,2015/12,2915
(주)와이티엔,040300,2016/12,2480
(주)와이티엔,040300,2017/12,2095
(주)와이티엔,040300,2018/12,2100
(주)와이티엔,040300,2019/12,2050
(주)와이티엔,040300,2020/12,3000
(주)와이티엔,040300,2000/12,
(주)와이티엔,040300,2001/12,3070
(주)와이팜,332570,2015/12,
(주)와이팜,332570,2016/12,
(주)와이팜,332570,2017/12,
(주)와이팜,332570,2018/12,
(주)와이팜,332570,2019/12,
(주)와이팜,332570,2020/12,13100
(주)와이팜,332570,2014/12,
(주)와이팜,332570,2013/12,
(주)우리기술,032820,2001/12,9390
(주)우리기술,032820,2002/12,4850
(주)우리기술,032820,2003/12,2700
(주)우리기술,032820,2004/12,685
(주)우리기술,032820,2005/12,905
(주)우리기술,032820,2006/12,555
(주)우리기술,032820,2007/12,1180
(주)우리기술,032820,2008/12,390
(주)우리기술,032820,2009/12,2285
(주)우리기술,032820,2010/12,2095
(주)우리기술,032820,2011/12,881
(주)우리기술,032820,2012/12,658
(주)우리기술,032820,2013/12,560
(주)우리기술,032820,2014/12,466
(주)우리기술,032820,2015/12,803
(주)우리기술,032820,2016/12,703
