회사명,거래소코드,회계년도,기업가치(EV),EBITDA,EBITDA/매출액,EBITDA/금융비용,EBITDA/평균발행주식수,EV/EBITDA
(주)자연과환경,043910,2014/12,21652.7,1868.44,18.33,5.21,31.86,11.59
(주)자연과환경,043910,2015/12,37247.53,843.07,12.18,3.06,56.5,44.18
(주)자연과환경,043910,2016/12,58760.16,-1968.43,-21.48,-7.49,-95.55,0
(주)자연과환경,043910,2017/12,53079.45,-3341.17,-25.29,-12.35,-118.36,0
(주)자연과환경,043910,2018/12,59435.41,1256.84,5.08,4.84,37.02,47.29
(주)자연과환경,043910,2019/12,48935.61,1717.26,5.46,5.81,41.62,28.5
(주)자연과환경,043910,2020/12,72981.64,-3753.43,-12.94,-10.84,-70.62,0
(주)자유투어,046840,2000/12,,,,,,
(주)자유투어,046840,2001/12,,,,,,
(주)자유투어,046840,2002/12,,,,,,
(주)자유투어,046840,2003/12,,,,,,
(주)자유투어,046840,2004/12,,,,,,
(주)자유투어,046840,2005/12,,,,,,
(주)자유투어,046840,2006/12,,,,,,
(주)자유투어,046840,2007/12,40841.67,63.08,0.35,0.09,5.53,647.43
(주)자유투어,046840,2008/12,1497.53,-1452.85,-9.08,-9.41,-84.07,
(주)자유투어,046840,2009/12,83056.22,3408.77,12.98,1.2,170.9,24.37
(주)자유투어,046840,2010/12,108079.22,6069.66,17.76,1.77,280.66,17.81
(주)자유투어,046840,2011/12,71542.76,-8668.5,-38.77,-3.34,-199.39,0
(주)자유투어,046840,2012/12,54765.61,-7104.58,-36.5,-2.32,-138.08,0
(주)자이언트스텝,289220,2017/12,,,,,,
(주)자이언트스텝,289220,2018/12,-1299.79,-261.58,-2.05,0,-37.97,0
(주)자이언트스텝,289220,2019/12,-415.04,37.06,0.29,0.14,5.26,-11.2
(주)자이언트스텝,289220,2020/12,-4969.04,814.97,5.25,3.9,115.78,-6.1
(주)장원테크,174880,2007/12,,,,,,
(주)장원테크,174880,2008/12,2201.9,2622.42,10.47,14.97,524483.4,0.84
(주)장원테크,174880,2009/12,2842.14,2598.8,8.62,13.53,129940,1.09
(주)장원테크,174880,2010/12,4407.44,2168.48,7.73,10,108424.1,2.03
(주)장원테크,174880,2011/12,7483.86,3100.61,7.29,9.62,155030.5,2.41
(주)장원테크,174880,2012/12,11071.88,6424.5,7.86,19.1,321224.95,1.72
(주)장원테크,174880,2013/12,5755.43,9194.29,8.75,14.81,459714.65,0.63
(주)장원테크,174880,2014/12,32638.31,-5890.74,-5.85,-8.49,-256119.17,0
(주)장원테크,174880,2015/12,5615.32,10109.29,7.93,11.31,2106.1,0.56
(주)장원테크,174880,2016/12,39811.96,-5701.8,-14.49,-49.94,-1057.82,0
(주)장원테크,174880,2017/12,42927.46,-6107.5,-29.51,-259.11,-1010.34,0
(주)장원테크,174880,2018/12,84191.76,6684.23,23.78,238722.57,1105.75,12.6
(주)장원테크,174880,2019/12,158743.04,-1524.77,-7.53,-1.2,-50.45,0
(주)장원테크,174880,2020/12,120290.6,-13983.15,-129.3,-1.56,-351.36,0
(주)정다운,224090,2007/12,,,,,,
(주)정다운,224090,2008/12,10845.85,117.72,1.26,0.26,1177.18,92.13
(주)정다운,224090,2009/12,12628.34,2866.68,8.42,3.55,17916.72,4.41
(주)정다운,224090,2010/12,13241.64,6984.96,11.02,7.84,43656,1.9
(주)정다운,224090,2011/12,16481.56,9483.52,11.53,8.42,57271.77,1.74
(주)정다운,224090,2012/12,27197.39,3658.47,4.53,2.59,914.62,7.43
(주)정다운,224090,2013/12,30172.52,8364.16,10.71,6.5,2091.04,3.61
(주)정다운,224090,2014/12,21903.55,6301.38,11.45,3.38,1575.35,3.48
(주)정다운,208140,2014/12,,,,,,
(주)정다운,208140,2015/12,,,,,,
(주)정다운,224090,2015/12,19188.66,7057.56,12.24,6.04,1607.64,2.72
(주)정다운,208140,2016/12,122247.29,4156.36,7.3,5.05,207.78,29.41
(주)정다운,208140,2017/12,89945.22,13052.26,16.27,19.5,636.57,6.89
(주)정다운,208140,2018/12,98243.63,15545.24,16.38,13.85,757.2,6.32
(주)정다운,208140,2019/12,98800.81,8580.53,7.52,5.78,417.95,11.51
(주)정다운,208140,2020/12,123695.51,2924.86,2.36,1.68,142.47,42.29
(주)정산애강,022220,2000/12,,,,,,
(주)정산애강,022220,2001/12,,,,,,
(주)정산애강,022220,2002/12,,,,,,
(주)정산애강,022220,2003/12,,,,,,
(주)정산애강,022220,2004/12,,,,,,
(주)정산애강,022220,2005/12,,,,,,
(주)정산애강,022220,2006/12,,,,,,
(주)정산애강,022220,2007/12,88677.34,6154.64,10.58,4.91,322.3,14.41
(주)정산애강,022220,2008/12,42051.04,7617.58,9.86,2.68,303.8,5.52
(주)정산애강,022220,2009/12,172536.8,6359.18,4.99,1.51,194.85,27.13
(주)정산애강,022220,2010/12,137683.25,8593.62,4.74,1.72,303.88,16.02
(주)정산애강,022220,2011/12,123198.19,5524.65,3.03,1.09,188.98,22.3
(주)정산애강,022220,2012/12,102736.64,-434.13,-0.37,-0.1,-14.85,0
(주)정산애강,022220,2013/12,87919.25,295.39,0.35,0.09,10.1,297.63
(주)정산애강,022220,2014/12,130307.29,-3385.91,-4.03,-1.56,-81.41,0
(주)정산애강,022220,2015/12,146160.34,3689.83,7.13,4.38,71.24,39.61
(주)정산애강,022220,2016/12,133865.61,8106.91,11.7,11.93,156.52,16.51
(주)정산애강,022220,2017/12,139970.09,13116.13,16.77,59.84,253.23,10.67
(주)정산애강,022220,2018/12,110393.53,11638.35,17.92,1196.13,224.7,9.49
(주)정산애강,022220,2019/12,107241.26,11972.42,16.77,945.61,231.15,8.96
(주)정산애강,022220,2020/12,94106.11,7161.76,12.13,273.6,138.27,13.14
(주)정상제이엘에스,040420,2000/12,,,,,,
(주)정상제이엘에스,040420,2001/12,,,,,,
(주)정상제이엘에스,040420,2002/12,,,,,,
(주)정상제이엘에스,040420,2003/12,,,,,,
(주)정상제이엘에스,040420,2004/12,,,,,,
(주)정상제이엘에스,040420,2005/12,,,,,,
(주)정상제이엘에스,040420,2006/12,,,,,,
(주)정상제이엘에스,040420,2007/12,67531.43,4369.97,9.78,6.15,714.91,15.45
(주)정상제이엘에스,040420,2008/12,11966.79,11228.56,14.64,8.48,662.16,1.07
(주)정상제이엘에스,040420,2009/12,140604.53,19220.9,21.32,64.08,1133.47,7.32
(주)정상제이엘에스,040420,2010/12,112590.45,23873.04,25.53,34055.69,1428.51,4.72
(주)정상제이엘에스,040420,2011/12,87055.87,18232.02,21.24,3646403.4,1118.87,4.77
(주)정상제이엘에스,040420,2012/12,65982.66,14040.29,17.81,14040287,882.06,4.7
(주)정상제이엘에스,040420,2013/12,76899.61,12127.79,16.38,0,773.58,6.34
(주)정상제이엘에스,040420,2014/12,84437.88,11762.62,15.54,0,750.28,7.18
(주)정상제이엘에스,040420,2015/12,92607.89,11219.46,14.45,0,715.64,8.25
(주)정상제이엘에스,040420,2016/12,119320.28,12402.9,15.45,92.55,791.13,9.62
(주)정상제이엘에스,040420,2017/12,119414.13,13600.92,16.79,71.26,867.54,8.78
(주)정상제이엘에스,040420,2018/12,112126.26,14731.79,17.59,72.66,939.67,7.61
(주)정상제이엘에스,040420,2019/12,144038.3,20726.52,23.19,44.12,1322.05,6.95
(주)정상제이엘에스,040420,2020/12,113512.42,16732.43,19.91,21.09,1067.29,6.78
(주)정원엔시스,045510,2000/12,,,,,,
(주)정원엔시스,045510,2001/12,,,,,,
(주)정원엔시스,045510,2002/12,,,,,,
(주)정원엔시스,045510,2003/12,,,,,,
(주)정원엔시스,045510,2004/12,,,,,,
(주)정원엔시스,045510,2005/12,,,,,,
(주)정원엔시스,045510,2006/12,,,,,,
(주)정원엔시스,045510,2007/12,43485.62,6122.98,2.35,4.04,292.88,7.1
(주)정원엔시스,045510,2008/12,32519.91,6175.93,3,3.15,282.63,5.27
(주)정원엔시스,045510,2009/12,63687.72,-9113.57,-3.68,-4.16,-398.93,
(주)정원엔시스,045510,2010/12,39559.06,-5096.8,-2.21,-2.38,-213.36,
(주)정원엔시스,045510,2011/12,34190.4,913.09,0.52,0.46,38.22,37.44
(주)정원엔시스,045510,2012/12,38852.38,2863.99,2.1,1.59,108.53,13.57
(주)정원엔시스,045510,2013/12,36323.52,2937.47,2.49,3.14,111.32,12.37
(주)정원엔시스,045510,2014/12,33047.87,4988.49,3.88,5.87,189.04,6.62
(주)정원엔시스,045510,2015/12,77348.54,4470.84,3.34,7.94,154.76,17.3
(주)정원엔시스,045510,2016/12,92256.04,2206.46,1.44,4.09,76.38,41.81
(주)정원엔시스,045510,2017/12,72148.08,2011.75,1.65,5.96,62.46,35.86
(주)정원엔시스,045510,2018/12,50383.38,2476.3,2.24,12.16,76.88,20.35
(주)정원엔시스,045510,2019/12,58592.78,1829.18,1.42,9.11,56.79,32.03
(주)정원엔시스,045510,2020/12,63174.4,1388.91,1,8.71,43.12,45.49
(주)제너비오믹스,017010,2000/12,,,,,,
(주)제너비오믹스,017010,2001/12,,,,,,
(주)제너비오믹스,017010,2002/12,,,,,,
(주)제너비오믹스,017010,2003/12,,,,,,
(주)제너비오믹스,017010,2004/12,,,,,,
(주)제너비오믹스,017010,2005/12,,,,,,
(주)제너비오믹스,017010,2006/12,,,,,,
(주)제너비오믹스,017010,2007/12,34550.25,129.39,0.76,0.28,18.7,267.03
(주)제너비오믹스,017010,2008/12,14526.67,-4629.96,-40.22,-4.19,-141.7,
(주)제너시스템즈,073930,2002/12,,,,,,
(주)제너시스템즈,073930,2003/12,,,,,,
(주)제너시스템즈,073930,2005/03,,,,,,
(주)제너시스템즈,073930,2006/03,,,,,,
(주)제너시스템즈,073930,2007/03,769.2,5798.55,27.02,48.36,731.66,0.13
(주)제너시스템즈,073930,2008/03,-4650.73,6889.89,25.34,98.86,864.1,-0.68
(주)제너시스템즈,073930,2009/03,34188.79,5904.04,19.65,23.76,672.74,5.79
(주)제너시스템즈,073930,2010/03,48848.66,1570.81,5.45,1.62,178.99,31.1
(주)제너시스템즈,073930,2011/03,48115.03,1863.49,6.58,1.1,212.34,25.82
(주)제너시스템즈,073930,2012/03,37347.81,-1234.71,-6.14,-0.5,-125.6,0
(주)제너시스템즈,073930,2013/03,27236.55,-21256.04,-343.18,-10.19,-1664.4,0
(주)제네시스엔알디,052640,2000/12,,,,,,
(주)제네시스엔알디,052640,2001/12,,,,,,
(주)제네시스엔알디,052640,2002/12,,,,,,
(주)제네시스엔알디,052640,2003/12,,,,,,
(주)제네시스엔알디,052640,2004/12,,,,,,
(주)제네시스엔알디,052640,2005/12,,,,,,
(주)제네시스엔알디,052640,2006/12,,,,,,
(주)제네시스엔알디,052640,2007/12,68878.39,-5481.09,-127.98,-23.93,-169.83,0
(주)제네시스엔알디,052640,2008/12,11811.25,-3811.3,-109.06,-4.8,-51.61,
(주)제넥신,095700,2005/12,,,,,,
(주)제넥신,095700,2006/12,,,,,,
(주)제넥신,095700,2007/12,6771.45,35.25,2.92,0.16,12.15,192.09
(주)제넥신,095700,2008/12,6401.95,-87.81,-6.57,-0.19,-29.47,
(주)제넥신,095700,2009/12,75557.27,-282.44,-26.41,-0.7,-72.33,
(주)제넥신,095700,2010/12,69167.53,-1321.42,-122.43,-7.41,-284.83,0
(주)제넥신,095700,2011/12,85220.76,-7047.24,-264.8,-28.41,-1490.32,0
(주)제넥신,095700,2012/12,119714.19,740.38,11.84,0.97,140.92,161.69
(주)제넥신,095700,2013/12,180920.73,-2615.41,-45.45,-1.34,-418.94,0
(주)제넥신,095700,2014/12,313399.54,1353.52,8.13,1.31,179.27,231.54
(주)제넥신,095700,2015/12,772773.4,4693.25,14.43,16.16,532.93,164.66
(주)제넥신,095700,2016/12,765245.18,-17633.13,-155.33,-23.96,-939.75,0
(주)제넥신,095700,2017/12,1453564.4,-24209.26,-85.08,-21.88,-1240.97,0
(주)제넥신,095700,2018/12,1461944.24,-35800.5,-277.92,-13.42,-1649.66,0
(주)제넥신,095700,2019/12,1505405.89,-42033.09,-371.87,-9.17,-1847.79,0
(주)제넥신,095700,2020/12,3091814.28,-35954.8,-193.89,-12.35,-1510.43,0
(주)제넨바이오,072520,2001/12,,,,,,
(주)제넨바이오,072520,2002/12,,,,,,
(주)제넨바이오,072520,2003/12,,,,,,
(주)제넨바이오,072520,2004/12,,,,,,
(주)제넨바이오,072520,2005/12,,,,,,
(주)제넨바이오,072520,2006/12,,,,,,
(주)제넨바이오,072520,2007/12,33526.99,11047.22,16.53,2870.15,1472.96,3.03
(주)제넨바이오,072520,2008/12,-1644.93,4494.21,7.12,43.06,599.23,-0.37
(주)제넨바이오,072520,2009/12,36601.31,-2822.65,-4.87,-20.74,-376.35,
(주)제넨바이오,072520,2010/12,76467.87,-3206.06,-4.64,-5.48,-427.47,
(주)제넨바이오,072520,2011/12,122336.42,7623.68,5.3,3.92,1016.49,16.05
(주)제넨바이오,072520,2012/12,139898.01,10694.19,5.24,5.25,1425.89,13.08
(주)제넨바이오,072520,2013/12,122673.01,54.84,0.03,0.03,7.31,2236.84
(주)제넨바이오,072520,2014/12,59407.37,-32283.47,-31.39,-23.43,-4304.46,0
(주)제넨바이오,072520,2015/12,51098.43,-18641.18,-26.62,-11.49,-2346.28,0
(주)제넨바이오,072520,2016/12,66452.79,-4460.92,-26.23,-2.7,-61.96,0
(주)제넨바이오,072520,2017/12,77242.94,6950.83,43.74,3.95,163.24,11.11
(주)제넨바이오,072520,2018/12,101402.4,1128.25,16.02,0.45,21.72,89.88
(주)제넨바이오,072520,2019/12,167881.46,-9653.2,-82.89,-2.74,-122,0
(주)제넨바이오,072520,2020/12,284891.81,-8557.91,-72.24,-8.28,-88.53,0
(주)제노레이,122310,2009/12,,,,,,
(주)제노레이,122310,2010/12,4483.15,3070.67,13.48,9.2,1391.62,1.46
(주)제노레이,122310,2011/12,5690.2,2414.45,10.56,3.96,1094.22,2.36
(주)제노레이,122310,2012/12,8448.89,2804.86,10.39,4.78,920.52,3.01
(주)제노레이,122310,2013/12,8582.29,3544.39,11.76,6.11,1163.22,2.42
(주)제노레이,122310,2014/12,9095.7,2430.92,8.99,4.56,788.09,3.74
(주)제노레이,122310,2015/12,9573.61,3912.52,13.36,5.62,1268.42,2.45
(주)제노레이,122310,2016/12,8495.51,5431.1,15.31,9.4,1760.74,1.56
(주)제노레이,122310,2017/12,4436.6,7799.47,18.87,17.01,2528.56,0.57
(주)제노레이,122310,2018/12,76869.48,12296.47,23.24,35.73,3079.45,6.25
(주)제노레이,122310,2019/12,104551.46,16916.82,27.82,71.33,3611.94,6.18
(주)제노레이,122310,2020/12,135906.61,14626,24.62,61.93,1004.95,9.29
(주)제노코,361390,2013/12,,,,,,
(주)제노코,361390,2014/12,-1933.9,1183.76,6.8,8.39,8130.22,-1.63
(주)제노코,361390,2015/12,2729.54,713.46,3.42,5.81,4900.13,3.83
(주)제노코,361390,2016/12,-6.53,1439.88,5.83,12.15,9889.25,0
(주)제노코,361390,2017/12,-546.21,1786.84,6.37,15.88,8927.79,-0.31
(주)제노코,361390,2018/12,1964.28,1208.65,3.47,10.68,6038.89,1.63
(주)제노코,361390,2019/12,-2688.56,-382.91,-1.27,-3.87,-191.32,0
(주)제노코,361390,2020/12,-7985.12,3347.4,9.82,12.79,1727.74,-2.39
(주)제노포커스,187420,2013/12,,,,,,
(주)제노포커스,187420,2014/12,1297.24,1146.18,24.8,7.47,202.47,1.13
(주)제노포커스,187420,2015/12,156202.39,745.07,16.21,40.25,88.07,209.65
(주)제노포커스,187420,2016/12,172635.52,1404.63,24.08,0,151.8,122.91
(주)제노포커스,187420,2017/12,184718.05,1708.45,28.46,0,157.77,108.12
(주)제노포커스,187420,2018/12,151695.05,387.66,5.23,0,17.82,391.31
(주)제노포커스,187420,2019/12,132586.56,-845.03,-6.1,-10.47,-38.76,0
(주)제노포커스,187420,2020/12,267023.9,-289.25,-1.73,-0.5,-13.08,0
(주)제놀루션,225220,2013/12,,,,,,
(주)제놀루션,225220,2014/12,-179.88,-628.04,-38.35,0,-207.4,0
(주)제놀루션,225220,2015/12,-1100.21,58.75,4.99,0,19.03,-18.73
(주)제놀루션,225220,2016/12,-2178.1,154.41,10.29,0,47.17,-14.11
(주)제놀루션,225220,2017/12,-1953.92,783.54,32.12,0,235.72,-2.49
(주)제놀루션,225220,2018/12,-3514.58,446.1,14.25,10.55,123.29,-7.88
(주)제놀루션,225220,2019/12,83.44,447.86,11.34,243,115.44,0.19
(주)제놀루션,225220,2020/12,93635.53,54534.27,63.93,32003.68,14056.71,1.72
(주)제닉,123330,2007/12,,,,,,
(주)제닉,123330,2008/12,5301.05,1655.83,12.05,3.87,10798.94,3.2
(주)제닉,123330,2009/12,4477.99,4124.08,11.79,9.41,26896.25,1.09
(주)제닉,123330,2010/12,-833.11,13893.57,16.97,33.33,5657.06,-0.06
(주)제닉,123330,2011/12,185427.1,15408.7,14.64,101.43,3126.17,12.03
(주)제닉,123330,2012/12,179721.23,10150.84,11.82,721.04,2065.84,17.71
(주)제닉,123330,2013/12,120966.89,8399.91,13.26,1088.78,1527.26,14.4
(주)제닉,123330,2014/12,135926.95,5565.59,9.03,94.84,927.6,24.42
(주)제닉,123330,2015/12,191571.48,6940.71,11.03,31.58,1101.7,27.6
(주)제닉,123330,2016/12,95314.57,7604.53,12.38,43.46,1152.2,12.53
(주)제닉,123330,2017/12,88435.3,-1395.16,-2.81,-1.49,-201.32,0
(주)제닉,123330,2018/12,47434.42,-6015.45,-11.91,-27.74,-859.35,0
(주)제닉,123330,2019/12,34319.72,1750.24,4.05,9.17,250.03,19.61
(주)제닉,123330,2020/12,43458.34,3498.95,8.3,5.37,499.85,12.42
(주)제로투세븐,159580,2006/12,,,,,,
(주)제로투세븐,159580,2007/12,-105.34,4400.45,7.08,19,5152.75,-0.02
(주)제로투세븐,159580,2008/12,-2514.95,4239.11,3.51,249.48,4963.83,-0.59
(주)제로투세븐,159580,2009/12,4764.76,5171.12,3.49,52.21,6055.18,0.92
(주)제로투세븐,159580,2010/12,6574.46,4049.69,2.37,11.81,4742.02,1.62
(주)제로투세븐,159580,2011/12,8540.66,10677.91,5.6,45.14,12503.41,0.8
(주)제로투세븐,159580,2012/12,8051.74,9119.02,4.05,17.03,1067.8,0.88
(주)제로투세븐,159580,2013/12,125769.98,2995.03,1.39,9.95,267.93,41.99
(주)제로투세븐,159580,2014/12,103439.47,-2485.11,-1.15,-295.32,-206.95,0
(주)제로투세븐,159580,2015/12,151529.85,-1569.83,-0.66,-6.14,-127.73,0
(주)제로투세븐,159580,2016/12,145511.45,-9210.2,-4.63,-18.87,-749.41,0
(주)제로투세븐,159580,2017/12,80571.9,1724.19,1.05,2.14,140.29,46.73
(주)제로투세븐,159580,2018/12,149479.48,-1714.05,-1.09,-2.12,-139.47,0
(주)제로투세븐,159580,2019/12,221035.54,17179.23,7.99,19.37,857.56,12.87
(주)제로투세븐,159580,2020/12,167796.47,6104.07,4.37,12.27,304.71,27.49
(주)제우스,079370,2002/12,,,,,,
(주)제우스,079370,2003/12,,,,,,
(주)제우스,079370,2004/12,,,,,,
(주)제우스,079370,2005/12,,,,,,
(주)제우스,079370,2006/12,,,,,,
(주)제우스,079370,2007/12,59119.06,1631.7,3.99,25.71,172.85,36.23
(주)제우스,079370,2008/12,-6109.6,-4051.25,-4.16,-38.17,-429.16,
(주)제우스,079370,2009/12,27037.1,325.79,0.56,1.12,34.51,82.99
(주)제우스,079370,2010/12,48981.45,14205.38,7.39,47.47,1504.81,3.45
(주)제우스,079370,2011/12,41951.39,8686.33,4.45,25.76,920.16,4.83
(주)제우스,079370,2012/12,33624.85,2955.3,3.06,11.19,313.06,11.38
(주)제우스,079370,2013/12,74146.16,14108.31,11.06,110.81,1494.52,5.26
(주)제우스,079370,2014/12,173326.58,16391.74,10.24,49.27,1736.41,10.57
(주)제우스,079370,2015/12,131123.18,20367.07,10.04,46.02,1961.39,6.44
(주)제우스,079370,2016/12,154252.56,16421.41,8.62,44.74,1581.41,9.39
(주)제우스,079370,2017/12,209126.21,24051.44,9.41,54.39,2316.2,8.69
(주)제우스,079370,2018/12,151368.82,31292.85,10.27,38.49,3013.56,4.84
(주)제우스,079370,2019/12,169448.05,14601.08,7.35,19.5,1406.11,11.61
(주)제우스,079370,2020/12,343086.65,12262.78,5.78,20.81,1180.93,27.98
(주)제이브이엠,054950,2001/12,,,,,,
(주)제이브이엠,054950,2002/12,,,,,,
(주)제이브이엠,054950,2003/12,,,,,,
(주)제이브이엠,054950,2004/12,,,,,,
(주)제이브이엠,054950,2005/12,,,,,,
(주)제이브이엠,054950,2006/12,,,,,,
(주)제이브이엠,054950,2007/12,364458.42,15862.12,34.39,40.05,2505.5,22.98
(주)제이브이엠,054950,2008/12,32247.86,22504.51,41.7,22.44,3554.7,1.43
(주)제이브이엠,054950,2009/12,336683.14,17768.81,28.75,4.79,2806.68,18.95
(주)제이브이엠,054950,2010/12,319574.54,12022.09,21.28,1.37,1898.95,26.58
(주)제이브이엠,054950,2011/12,371894.99,22906.35,30.33,5.5,3618.18,16.24
(주)제이브이엠,054950,2012/12,359096.86,17651.03,22.67,5.3,2788.07,20.34
(주)제이브이엠,054950,2013/12,363275.69,22094.14,27.07,13.47,3489.88,16.44
(주)제이브이엠,054950,2014/12,419469.03,20183.39,23.88,18.12,3188.07,20.78
(주)제이브이엠,054950,2015/12,381096.29,13230.69,17.27,34.14,2089.86,28.8
(주)제이브이엠,054950,2016/12,301934.11,19962.01,23.45,54.37,3153.1,15.13
(주)제이브이엠,054950,2017/12,379681.3,23946.87,25.88,87.56,3782.53,15.86
(주)제이브이엠,054950,2018/12,229534.57,18693.37,20.74,215.47,2952.72,12.28
(주)제이브이엠,054950,2019/12,203343.65,17945.23,18.03,260.08,2834.54,11.33
(주)제이브이엠,054950,2020/12,241115.49,17666.12,17.6,493.37,2790.46,13.65
(주)제이스텍,090470,2003/12,,,,,,
(주)제이스텍,090470,2004/12,,,,,,
(주)제이스텍,090470,2005/12,,,,,,
(주)제이스텍,090470,2006/12,,,,,,
(주)제이스텍,090470,2007/12,25583.69,5126.85,29.47,3379.6,1433.18,4.99
(주)제이스텍,090470,2008/12,7982.89,4398.81,25.62,255.66,1221.89,1.81
(주)제이스텍,090470,2009/12,11613.34,-542.22,-5.53,-191.6,-150.62,
(주)제이스텍,090470,2010/12,39022.97,7324.98,32.44,19.09,1017.36,5.33
(주)제이스텍,090470,2011/12,33612.91,8093.8,14.6,102.28,1075.82,4.15
(주)제이스텍,090470,2012/12,42848.79,7906.05,18.14,133.24,808.89,5.42
(주)제이스텍,090470,2013/12,44337.75,-3656.55,-12.41,-84.24,-250.49,0
(주)제이스텍,090470,2014/12,45558.52,5318.78,10.5,83,364.35,8.57
(주)제이스텍,090470,2015/12,88264.82,5253.14,7.5,47.63,359.86,16.8
(주)제이스텍,090470,2016/12,277013.89,18373.25,12.18,39.06,1258.63,15.08
(주)제이스텍,090470,2017/12,203888.41,102608.88,17.98,246.28,7029.06,1.99
(주)제이스텍,090470,2018/12,69854.65,8579.68,6.8,7149.73,587.74,8.14
(주)제이스텍,090470,2019/12,207539.57,3081.28,2.43,19.64,211.08,67.35
(주)제이스텍,090470,2020/12,118582.27,-7386.65,-6.45,-36.87,-506.01,0
(주)제이시스메디칼,287410,2017/12,,,,,,
(주)제이시스메디칼,287410,2018/12,,,,,,
(주)제이시스메디칼,287410,2019/12,,,,,,
(주)제이시스메디칼,287410,2020/12,,,,,,
(주)제이앤티씨,204270,2002/12,,,,,,
(주)제이앤티씨,204270,2003/12,,,,,,
(주)제이앤티씨,204270,2004/12,,,,,,
(주)제이앤티씨,204270,2005/12,,,,,,
(주)제이앤티씨,204270,2006/12,,,,,,
(주)제이앤티씨,204270,2007/12,23679.69,10263.68,16.47,18.03,25989.26,2.31
(주)제이앤티씨,204270,2008/12,36988.94,8603.77,11.27,3.88,506.1,4.3
(주)제이앤티씨,204270,2009/12,52807.56,19362.87,15.91,7.09,1138.99,2.73
(주)제이앤티씨,204270,2010/12,42626.96,21087.52,19.4,6.86,569.93,2.02
(주)제이앤티씨,204270,2011/12,49545.49,16769.82,14.78,5.27,398.66,2.95
(주)제이앤티씨,204270,2012/12,65393.97,19428.26,13.76,5,461.85,3.37
(주)제이앤티씨,204270,2013/12,61492.52,21688.75,13.5,4.8,515.59,2.84
(주)제이앤티씨,204270,2014/12,55525.71,47976.31,20.63,8.01,1140.5,1.16
(주)제이앤티씨,204270,2015/12,71435.44,32714.47,15.53,6.66,777.7,2.18
(주)제이앤티씨,204270,2016/12,44368.28,72419.8,23.91,9.29,1721.58,0.61
(주)제이앤티씨,204270,2017/12,38002.71,43849.79,16.45,12.65,1042.41,0.87
(주)제이앤티씨,204270,2018/12,52203.04,12469.41,7.6,5.09,240.5,4.19
(주)제이앤티씨,204270,2019/12,32016.5,-18490.9,-12.98,-8.16,-356.63,0
(주)제이앤티씨,204270,2020/12,621777.87,1979.48,1.65,1.63,34.79,314.11
(주)제이에스티나,026040,2000/12,,,,,,
(주)제이에스티나,026040,2001/12,,,,,,
(주)제이에스티나,026040,2002/12,,,,,,
(주)제이에스티나,026040,2003/12,,,,,,
(주)제이에스티나,026040,2004/12,,,,,,
(주)제이에스티나,026040,2005/12,,,,,,
(주)제이에스티나,026040,2006/12,,,,,,
(주)제이에스티나,026040,2007/12,47323.66,4573.62,8,2.82,341.44,10.35
(주)제이에스티나,026040,2008/12,22643.89,9343.31,14.05,4.85,697.51,2.42
(주)제이에스티나,026040,2009/12,58934.8,8022.68,10.95,4.07,559.26,7.35
(주)제이에스티나,026040,2010/12,40103.05,10035.52,11.46,8.38,699.58,4
(주)제이에스티나,026040,2011/12,63661.2,7994.11,8.4,7.02,538.44,7.96
(주)제이에스티나,026040,2012/12,177419.45,10314.38,8.44,10.1,646.61,17.2
(주)제이에스티나,026040,2013/12,152464.27,13502.05,9.7,16.58,818.12,11.29
(주)제이에스티나,026040,2014/12,289624.79,14562.53,9.2,19.73,882.38,19.89
(주)제이에스티나,026040,2015/12,190595.16,9634.89,6.23,8.8,583.8,19.78
(주)제이에스티나,026040,2016/12,177466.83,14308.91,8.46,12.89,867.01,12.4
(주)제이에스티나,026040,2017/12,112306.24,5473.02,3.95,9.08,331.62,20.52
(주)제이에스티나,026040,2018/12,110412.27,3873.19,3.07,6.94,234.69,28.51
(주)제이에스티나,026040,2019/12,91642.53,-23374.82,-24.65,-67.6,-1416.33,0
(주)제이에스티나,026040,2020/12,62640.73,-10493.47,-17.55,-20.91,-635.82,0
(주)제이에스피브이,250300,2013/12,,,,,,
(주)제이에스피브이,250300,2014/12,7277.47,211.89,1.1,0.77,14.15,34.35
(주)제이에스피브이,250300,2015/12,11466.35,2032.06,9.26,6.13,135.67,5.64
(주)제이에스피브이,250300,2016/12,18138.12,-2161.56,-21.56,-3.78,-97.19,0
(주)제이에스피브이,250300,2017/12,18071.7,-1400.9,-13.39,-2.16,-60.59,0
(주)제이에이치코오스,065310,2001/12,,,,,,
(주)제이에이치코오스,065310,2002/12,,,,,,
(주)제이에이치코오스,065310,2003/12,,,,,,
(주)제이에이치코오스,065310,2004/12,,,,,,
(주)제이에이치코오스,065310,2005/12,,,,,,
(주)제이에이치코오스,065310,2006/12,,,,,,
(주)제이에이치코오스,065310,2007/12,23491.71,-940.96,-2.71,-1.54,-48.34,0
(주)제이에이치코오스,065310,2008/12,4465.63,-5439.72,-13.38,-7.82,-197.66,
(주)제이에이치코오스,065310,2009/12,12175.23,876.51,3,2.84,18.6,13.89
(주)제이에이치코오스,065310,2010/12,30165.42,-1932.65,-14.36,-4,-108.25,
(주)제이에이치코오스,065310,2011/12,22428.87,-762.58,-6.03,-1.85,-23.31,0
(주)제이엘케이,322510,2015/12,,,,,,
