회사명,거래소코드,회계년도,총자본증가율,유형자산증가율,유동자산증가율,영업이익증가율,경상이익증가율 (2007년 이전 발생),순이익증가율,재고자산증가율,자기자본증가율,매출액증가율,종업원1인당 부가가치증가율,종업원수증가율,비유동자산증가율,종업원1인당 매출액증가율,종업원1인당 인건비증가율
(주)서연탑메탈,019770,2012/12,7.89,19.81,-0.29,-18.52,,-27.52,-10.38,10.53,0.81,-23.23,2.29,26.87,-1.45,1.24
(주)서연탑메탈,019770,2013/12,7.88,19.18,4.76,-36.42,0,-21.6,-10.44,7.92,-1.73,-14.51,4.93,13.57,-6.35,6.16
(주)서연탑메탈,019770,2014/12,21.83,65.18,3.71,35.16,0,22.44,1.77,8.57,8.44,18.44,2.56,52.31,5.73,1.76
(주)서연탑메탈,019770,2015/12,20.63,17.71,-3.64,-56.11,0,-74,14.61,0.35,-8.25,-39.47,5,48.43,-12.62,7.87
(주)서연탑메탈,019770,2016/12,27.76,23.38,45.17,88.71,0,218.27,12.27,6.26,26,59.08,0.4,14.81,25.5,8.15
(주)서연탑메탈,019770,2017/12,-4.46,-5.59,7.52,-34.03,0,0,9.16,-11.27,4.54,-126.88,-1.58,-15.73,6.22,-51.44
(주)서연탑메탈,019770,2018/12,-19.19,-10.89,-20.87,0,,0,-0.73,-5.47,-12.34,0,-2.01,-17.17,-10.55,11.99
(주)서연탑메탈,019770,2019/12,-2.06,-6.03,-2,0,,0,-13.67,-1.09,10.9,0,-5.33,-2.12,17.14,50.47
(주)서연탑메탈,019770,2020/12,3.92,-6,19.23,-53.46,,0,17.44,5.23,2.92,24.22,-5.19,-13.66,8.56,12.42
(주)서울리거,043710,2000/12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(주)서울리거,043710,2001/12,32.93,55.52,20.31,-20.24,-42.72,-36.74,13.17,18.95,-5.44,0,0,50.71,0,0
(주)서울리거,043710,2002/12,11.94,7.33,12.06,5.86,-25.46,-29.72,-1.17,45.21,-2.41,0,0,11.81,0,0
(주)서울리거,043710,2003/12,-5.2,14.26,-24.12,-93.09,,-419,-35.27,-16.33,-14.59,-79.56,33.33,16.13,-35.94,-8.28
(주)서울리거,043710,2004/12,0.07,-3.06,2.06,1061.94,504.33,0,-23.17,4.33,-26.91,276.3,3.13,-1.39,-29.13,-9.39
(주)서울리거,043710,2005/12,17.08,-4.01,9.76,-7.5,32.05,32.05,7.83,31.37,-29.51,32.52,-27.27,22.66,-3.07,31.9
(주)서울리거,043710,2006/12,50.01,23.48,31.74,0,-758.58,0,-56.04,106.95,-35.08,-154.22,20.83,62.47,-46.27,-9.78
(주)서울리거,043710,2007/12,-7.3,-0.53,-48.11,0,,0,52.92,-9.48,-2.25,0,-3.45,15.27,1.24,10.63
(주)서울리거,043710,2008/12,48.99,3.3,29.63,0,0,0,-43.15,38.15,150.91,0,-3.57,53.81,160.21,13.37
(주)서울리거,043710,2009/12,-38.62,-1.83,13.94,0,0,0,-13.24,-47.07,-11.23,0,640.74,-49.65,-88.02,-88
(주)서울리거,043710,2010/12,-38.14,-88.85,72.6,0,0,0,41.35,-49.4,12.38,0,-89.5,-90.74,970.24,805.05
(주)서울리거,043710,2011/12,-18.18,54.51,-23.24,0,0,0,-71.38,11.99,52.03,0,-47.62,26.58,190.23,-47.06
(주)서울리거,043710,2012/12,48.95,86.13,39.44,152.51,0,0,2028.14,18.48,92.27,2.83,122.73,100.02,-13.68,-30.04
(주)서울리거,043710,2013/12,-52.2,-71.25,-47.99,0,0,0,-80.89,-87.04,-8.37,-248.45,46.94,-67.97,-37.64,-0.87
(주)서울리거,043710,2014/12,139.96,-32.97,168.45,0,0,0,-51.26,1080.34,-78.41,0,-51.39,-33.16,-55.59,112.12
(주)서울리거,043710,2015/12,-16.08,-63.14,-43.35,0,0,0,-90.26,-18.93,-27.18,0,17.14,649.46,-37.84,39.57
(주)서울리거,043710,2016/12,149.4,1671.89,117.5,0,0,0,1487.07,178.82,223.91,0,114.63,208.26,50.91,-81.67
(주)서울리거,043710,2017/12,-11.44,-3.39,-5.9,0,0,0,26.87,-6.72,-21.25,-0.09,-45.45,-18.66,44.38,394.02
(주)서울리거,043710,2018/12,66.11,-7.46,126.85,0,,0,-3.42,33.2,18,-261.04,-41.67,-25.35,102.28,51.85
(주)서울리거,043710,2019/12,5.76,0.16,-43.1,0,,0,66.92,6.65,202.47,0,-32.14,229.36,345.74,32.46
(주)서울리거,043710,2020/12,-30.53,-18.78,-0.03,0,,0,127.4,-43.24,-74.07,0,-10.53,-54.64,-71.02,18.91
(주)서울옥션,063170,2002/12,,,,,,,,,,,,,,
(주)서울옥션,063170,2003/12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(주)서울옥션,063170,2004/12,-1.43,-28.91,-18.43,-53.14,0,-52.79,74.13,5.04,26.97,0,0,91.75,0,0
(주)서울옥션,063170,2005/12,32.32,131.22,42.75,79.14,0,78.71,47.83,6.06,53.5,0,0,7.97,0,0
(주)서울옥션,063170,2006/12,60.35,26.09,77.71,78.09,0,76.15,117.8,56.58,-44.67,0,0,6.84,0,0
(주)서울옥션,063170,2007/12,71.42,-21.32,85.25,658.81,,741.34,86.64,81.58,207.8,0,0,0.46,0,0
(주)서울옥션,063170,2008/12,73.75,475.03,67.81,-84.73,0,-85.29,93.41,153.97,-53.49,0,0,129.9,0,0
(주)서울옥션,063170,2009/12,-3.12,-22.59,-5.07,0,,0,1.48,-6.98,-22.69,-71.76,12.5,10.33,-31.28,-2.93
(주)서울옥션,063170,2010/12,10.99,624.73,1.12,0,0,0,10.05,-0.44,27.74,70.51,-6.67,69.66,36.87,-6.99
(주)서울옥션,063170,2011/12,-5.3,-2.17,-7.15,0,0,0,-1.52,-10.99,-19.18,-98.9,16.67,1.24,-30.73,-1.3
(주)서울옥션,063170,2012/12,-2.52,0.11,-4.89,0,0,0,5.41,3.74,27.46,16316.1,-4.08,5.15,32.88,3.5
(주)서울옥션,063170,2013/12,2.12,-3.44,3.98,26.45,0,-12.78,9.37,1.96,-29.58,26.14,-14.89,-3.34,-17.25,6.68
(주)서울옥션,063170,2014/12,11.22,3.53,15.14,65.72,0,68.64,-0.7,3.9,73.98,2.94,25,-1.17,39.19,-7.12
(주)서울옥션,063170,2015/12,35.86,66.78,35.61,100.83,0,134.56,32.1,10.37,104.08,45.88,24,36.79,64.58,24.29
(주)서울옥션,063170,2016/12,0.63,1.23,-1.4,-42.79,0,-61.61,12.17,0.94,-11.65,-26.79,-6.45,8.01,-5.55,12.48
(주)서울옥션,063170,2017/12,19.22,175.41,-10.25,-3.11,0,-7.76,-5.26,-1.21,-17.64,-57.71,129.31,117.39,-64.09,-63.26
(주)서울옥션,063170,2018/12,12.22,20.89,11.81,-43.17,,27.72,6.71,2.6,-15.29,-7.66,27.82,12.79,-33.72,-0.07
(주)서울옥션,063170,2019/12,2.99,10,1.52,0,,0,0.43,-13.34,-27.86,-88.13,-4.71,4.99,-24.3,-4.54
(주)서울옥션,063170,2020/12,-7.95,-1.49,-7.96,0,,0,15.35,-1.85,31.35,914.32,-53.7,-7.94,183.72,62.18
(주)서울제약,018680,2000/12,22.34,7.54,33.4,17.38,54.44,44.39,49.73,64.71,20.04,20.98,5.07,-7.86,14.25,15.35
(주)서울제약,018680,2001/12,8.08,1.94,9.37,17.9,,6.51,-12.63,16.2,13.55,-2.19,5.52,2.99,7.61,-2.3
(주)서울제약,018680,2002/12,5.27,0.79,5.31,-31.11,-28.35,-35.17,8.01,8.06,12.08,-6.38,1.31,5.12,10.63,15.31
(주)서울제약,018680,2003/12,9.93,26.08,6.4,-0.03,26.35,35.88,-2.17,11.27,19.38,11.44,13.55,24.78,5.14,9.56
(주)서울제약,018680,2004/12,9.84,2.18,10.72,-15.45,-17.42,-14.25,17.96,8.2,11.32,-15.4,5.68,6.68,5.33,-22.09
(주)서울제약,018680,2005/12,1.53,-4.27,2.94,-90.75,-79.01,-76.77,-13.54,-0.48,-15.35,-25.15,4.3,-3.69,-18.84,-2.25
(주)서울제약,018680,2006/12,-1.84,8.59,-6.45,-56.01,-48.3,-41.06,-8.35,0.24,0.43,11.34,-7.22,16.48,8.24,16.31
(주)서울제약,018680,2007/12,-3.38,22.58,-13.42,0,,0,16.66,-14.98,-10.61,-41.09,-0.56,28.72,-10.11,13.41
(주)서울제약,018680,2008/12,23.7,28.52,23.92,0,0,0,7.2,4.6,47.97,101.46,-1.68,23.23,50.49,-0.22
(주)서울제약,018680,2009/12,36,119.98,8.07,304.34,0,117.86,41.82,20.45,28.54,20.44,0.57,96.37,27.81,12.44
(주)서울제약,018680,2010/12,5.27,9.18,2.42,89.84,0,4.89,39.29,5.52,27.05,11.43,-2.82,8.66,30.74,-6.26
(주)서울제약,018680,2011/12,10.7,33.12,-8.61,-24.36,0,7.66,14.73,6.24,8.42,-14.37,8.14,32.36,0.26,-15.35
(주)서울제약,018680,2012/12,42.14,82.49,0.57,243.04,0,282.68,-0.49,24.53,5.83,37.45,16.67,74.33,-9.29,-5.42
(주)서울제약,018680,2013/12,17.71,24.16,6.61,-78.12,0,-87.89,6.28,27.06,-9.35,-32.51,7.83,22.67,-15.93,8.77
(주)서울제약,018680,2014/12,10.58,4.92,24.07,-49.26,0,0,-7.19,-3.57,4.22,13.23,-4.27,5.35,8.87,18.71
(주)서울제약,018680,2015/12,4.68,-0.71,21.17,-0.31,0,0,25.54,7.81,2.09,9.38,-4.02,-2.86,6.36,3.22
(주)서울제약,018680,2016/12,6.05,8.23,8.19,0,,0,38.75,9.74,-14.89,-7.08,-6.98,4.84,-8.51,37.7
(주)서울제약,018680,2017/12,-19.86,-16.87,-26.6,0,,0,22.41,0.89,-10.55,-72.96,4.5,-15.89,-14.4,-6.34
(주)서울제약,018680,2018/12,-0.11,-3.46,5.07,0,,0,10.27,-18.35,27.95,82.98,-5.74,-2.78,35.74,2.98
(주)서울제약,018680,2019/12,1,-4.62,0.67,0,,0,-16.35,-6.14,23.83,189.81,-11.68,1.18,40.2,1.73
(주)서울제약,018680,2020/12,-8.19,-14.33,2.83,66.84,,0,-20.66,1.41,-3.19,-24.8,4.6,-14.27,-7.44,-9.09
(주)서원인텍,093920,2002/12,,,,,,,,,,,,,,
(주)서원인텍,093920,2003/12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(주)서원인텍,093920,2004/12,71.57,149.78,38.92,97.86,0,117.3,234.74,92.14,103.57,0,0,157.16,0,0
(주)서원인텍,093920,2005/12,26.72,20.07,30.28,-27,0,-24.55,231.9,26.6,10.86,0,0,21.69,0,0
(주)서원인텍,093920,2006/12,-1.18,21.44,-23.09,-11,0,10.68,-72,29.46,0.12,0,0,32.05,0,0
(주)서원인텍,093920,2007/12,56.26,-1.64,91.28,-55.31,,-1.98,84.55,71.22,-16.78,0,0,25.34,0,0
(주)서원인텍,093920,2008/12,5.28,-4.9,-2.66,21.17,,42.35,3.53,18.56,10.02,166.54,-55.91,15.96,149.51,129.09
(주)서원인텍,093920,2009/12,23.15,28.07,26.62,-46.22,0,-62.85,15.8,7.88,32.74,-73.91,139.73,19.23,-44.63,-56.12
(주)서원인텍,093920,2010/12,0.26,-6.04,2.51,9.61,0,-23.71,152.85,2.67,1.07,4.27,-5.59,-2.45,7.05,19.24
(주)서원인텍,093920,2011/12,0.32,-2.67,3.54,63.53,0,118.7,-15.51,5.75,31.76,19.1,15.98,-3.73,13.61,-9.67
(주)서원인텍,093920,2012/12,20.37,-8.99,33.32,50.72,0,95.93,-10.18,15.4,-6.11,46.07,-7.31,2.78,1.3,27.15
(주)서원인텍,093920,2013/12,36.86,47.96,28.72,173.8,0,73.83,18.88,25.29,58.92,63.91,0.55,51.21,58.05,-2.26
(주)서원인텍,093920,2014/12,21.35,-7.96,30.78,3.51,0,37.32,-36.17,25.35,20.43,31.02,-0.18,7.21,20.65,3.47
(주)서원인텍,093920,2015/12,-4.72,32.29,-15.37,-55.21,0,-55.19,-51.67,5.06,-20.6,-43.38,-4.94,14.74,-16.48,3.67
(주)서원인텍,093920,2016/12,6.01,15.2,16.22,-87.63,0,0.18,170.54,3.65,-24.22,-1.32,2.5,-7.77,-26.07,-22.26
(주)서원인텍,093920,2017/12,-14.24,-7.58,-13.21,-10.27,0,-65.75,-58.31,-4.01,-16.21,-46.72,-12.2,-15.98,-4.58,12.05
(주)서원인텍,093920,2018/12,-4.24,-30.02,2.13,0,,0,-6.7,-6.27,-8.13,-87.23,-17.31,-15.42,11.1,25.07
(주)서원인텍,093920,2019/12,-1.83,-4.98,3.55,0,,0,-43.14,1.04,-10.89,767.83,3.1,-13.23,-13.57,-27.26
(주)서원인텍,093920,2020/12,7.5,-9.03,17.49,0,,207.82,-2.84,11.03,-15,143.58,-22.81,-17.76,10.11,-2.28
(주)서전기전,189860,2010/12,,,,,,,,,,,,,,
(주)서전기전,189860,2011/12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(주)서전기전,189860,2012/12,18.34,58.23,-10.38,41.16,0,85.79,68.3,44.25,18.84,0,0,57.53,0,0
(주)서전기전,189860,2013/12,27.99,-3.36,66.87,-14.26,0,-13.77,43.69,16.03,18.72,0,0,-2.21,0,0
(주)서전기전,189860,2014/12,47.22,6.44,71.8,17.53,0,68.18,-26.49,117.64,2.21,0,0,14.66,0,0
(주)서전기전,189860,2015/12,-8.28,45.42,-32.48,-95.37,,-92.91,-45.61,-4.74,-25.37,-72.42,9.2,39.76,-31.65,2.28
(주)서전기전,189860,2016/12,11.89,10.27,17.48,531.19,0,161.99,10.65,3.66,19.55,51.53,-6.32,6.54,27.61,2.47
(주)서전기전,189860,2017/12,6.38,19.2,-7.72,-4.86,0,56.69,-49.68,5.83,0.31,8.81,3.37,21.29,-2.96,14.23
(주)서전기전,189860,2018/12,20.35,22.53,19.03,126.57,,20.65,201.02,9.69,14.26,5.96,21.74,21.42,-6.14,-28.6
(주)서전기전,189860,2019/12,8.11,1.59,13.5,-79.04,,-60.32,4.91,2.31,6.54,-45.6,30.36,3.85,-18.27,-9.36
(주)서전기전,189860,2020/12,-1.05,3.68,-5.71,177.26,,89.97,-41.7,5.95,0.5,44.28,-6.85,2.97,7.89,13.38
(주)서진시스템,178320,2009/12,,,,,,,,,,,,,,
(주)서진시스템,178320,2010/12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(주)서진시스템,178320,2011/12,23.52,16.15,62.09,60.03,0,36.1,108.05,35.89,2.07,0,0,17.36,0,0
(주)서진시스템,178320,2012/12,111.78,12.98,206.49,63.21,0,106.66,114.85,128.61,106.84,0,0,90.91,0,0
(주)서진시스템,178320,2013/12,19.65,24.35,48.03,-88.75,0,0,24.39,6.64,5.63,0,0,9.61,0,0
(주)서진시스템,178320,2014/12,56.78,-12.06,107.69,1038.82,0,0,49.98,29.39,30.79,0,0,32.46,0,0
(주)서진시스템,178320,2015/12,69.63,88.07,80.17,84.44,0,116.81,-2.27,85.17,-20.86,0,0,61.74,0,0
(주)서진시스템,178320,2016/12,14.66,-17.12,18.4,-40.63,0,-13.39,50.21,102.48,-5.03,0,0,11.54,0,0
(주)서진시스템,178320,2017/12,18.09,-4.58,46.01,-64.35,0,0,16.72,73.37,33.56,0,0,-6.66,0,0
(주)서진시스템,178320,2018/12,85.15,-40.71,115.49,244.36,,0,9.98,88.21,8.88,400.66,-2.76,43.1,11.97,-16.93
(주)서진시스템,178320,2019/12,-1.23,-8.99,-4.42,-57.71,,-11.94,149.99,3.53,45.84,-10.35,32.95,5.42,9.69,79.52
(주)서진시스템,178320,2020/12,44.04,-3.61,-26.41,-86.92,,0,20.7,-5.25,-19.23,-135.78,21.79,177.35,-33.68,-16.54
(주)서진오토모티브,122690,2010/12,,,,,,,,,,,,,,
(주)서진오토모티브,122690,2011/12,,,,,,,,,,,,,,
(주)서진오토모티브,122690,2012/12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(주)서진오토모티브,122690,2013/12,1.95,3.94,-0.57,79.24,0,2099.36,12.26,5.83,6.66,117.91,-25.93,3.04,43.98,30.88
(주)서진오토모티브,122690,2014/12,17.71,18.19,22.19,-12.15,0,52.97,-9.06,0.64,2.43,4.25,5.71,15.86,-3.1,-18.56
(주)서진오토모티브,122690,2015/12,9.81,4.64,19.21,-85.69,0,-54.34,3.96,1.48,-12.99,-37.7,0,5.69,-12.99,9.54
(주)서진오토모티브,122690,2016/12,-2.71,5.19,-21.6,-59.29,0,-14.02,26.6,1.05,-3.04,-1.6,-2.36,6.61,-0.69,-0.01
(주)서진오토모티브,122690,2017/12,5.48,9.86,1.47,0,0,0,8.5,-9.31,-5.88,-80.24,6.57,6.94,-11.69,-7.76
(주)서진오토모티브,122690,2018/12,7.89,0.33,5.36,0,,0,10.23,-5.91,8.08,67.61,-10.71,8.77,21.05,24.44
(주)서진오토모티브,122690,2019/12,-5.96,-2.24,-17.77,0,,0,0.94,-19.03,4.68,35.35,0.36,-2.03,4.3,-11.95
(주)서진오토모티브,122690,2020/12,-3.84,-7.57,6.49,0,,0,20.34,-19.25,-2.52,51.13,-4.71,-6.73,2.3,12.33
(주)서플러스글로벌,140070,2007/12,,,,,,,,,,,,,,
(주)서플러스글로벌,140070,2008/12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(주)서플러스글로벌,140070,2009/12,-20.56,14.97,-27.18,0,0,0,-35.99,-30.89,-20.32,0,0,10.12,0,0
(주)서플러스글로벌,140070,2010/12,15.13,-1.14,17.41,0,0,0,6.73,210.33,202.83,0,0,8.12,0,0
(주)서플러스글로벌,140070,2011/12,140.67,276.58,97.97,59.98,0,47.87,139.23,77.73,39.96,0,0,282.88,0,0
(주)서플러스글로벌,140070,2012/12,25.29,5.76,40.95,-37.49,0,-43.98,59.7,31.33,-23.1,0,0,-1.69,0,0
(주)서플러스글로벌,140070,2013/12,17.17,-7.16,24.85,-35.14,0,-41.09,31.75,14.18,30.07,0,0,-1.81,0,0
(주)서플러스글로벌,140070,2014/12,19.09,9.17,21.58,36.87,0,32.77,11.37,16.49,-14.22,0,0,11.27,0,0
(주)서플러스글로벌,140070,2015/12,10.86,-13.89,14,72.23,0,94.76,20.37,25.68,56.58,0,0,0.09,0,0
(주)서플러스글로벌,140070,2016/12,11.84,-2.54,11.27,41.7,0,56.44,5.17,34.35,5.81,0,0,14.08,0,0
(주)서플러스글로벌,140070,2017/12,60.73,121.56,52.72,31.18,0,39.1,27.02,95.98,10.34,-4.7,32.5,91.27,-16.72,-11.71
(주)서플러스글로벌,140070,2018/12,17.5,23.46,17.65,-0.88,,0.82,36.57,13.78,25.73,3.19,0,17.02,25.73,-1.71
(주)서플러스글로벌,140070,2019/12,-2.38,30.04,-11.17,-89.7,,-87.5,-8.59,0.79,-32.83,-67.23,-3.77,24.52,-30.19,-1.07
(주)서플러스글로벌,140070,2020/12,26.05,104.95,-1.43,437.23,,345.44,-18.22,7.43,20.91,102.71,0,86.01,20.91,4.3
(주)서한,011370,2000/12,-51.07,-6.95,-49.26,0,0,0,-54.38,0,-34.98,-205.19,-8.94,-59.09,-28.59,3.17
(주)서한,011370,2001/12,-16.87,-15.23,-18.79,0,0,0,-2.45,0,-24.05,0,-45.98,-6.31,40.6,19.25
(주)서한,011370,2002/12,-30.36,-16.05,-36.25,0,0,0,-35.63,954.38,-63.15,-87.72,-42.15,-2.3,-36.31,9.95
(주)서한,011370,2003/12,-6.01,5.25,-13.23,0,0,0,-45.37,14.81,60.12,13.23,7.14,16.44,49.45,-30.58
(주)서한,011370,2004/12,11.8,0.49,8.62,-60.55,-47.43,-47.43,38.65,5,28.42,-49.84,8,19.18,18.9,-33.31
(주)서한,011370,2005/12,-4.25,17.06,-7.3,8.93,23.65,23.65,-45.34,7.36,29.7,-8.8,16.05,2.17,11.76,-40.66
(주)서한,011370,2006/12,18.16,9.48,25.14,-78,-49.17,-49.17,-15.1,0.4,-24.48,-38.83,12.77,4.79,-33.03,5.66
(주)서한,011370,2007/12,12.24,37,10.26,84.23,,191.47,-12.71,8.66,84.68,28.29,37.74,16.77,34.08,-19.38
(주)서한,011370,2008/12,26.64,-3.51,42.7,218.75,0,-51.22,-2.49,4.95,15.47,-22.9,-6.16,-8.07,23.06,18.78
(주)서한,011370,2009/12,-0.11,28.6,-5.24,-69.1,0,-31.94,18.59,2.75,-5.95,-2.52,13.87,17.11,-17.41,-9.18
(주)서한,011370,2010/12,14.57,44.14,13.77,376.16,0,38.64,9.87,7.22,24.88,35.51,-4.49,16.75,30.75,13.26
(주)서한,011370,2011/12,13.86,-2.63,2.7,0,0,0,-48.85,7.6,-8.67,-136.51,-5.37,43.38,-3.49,19.57
(주)서한,011370,2012/12,8.32,1.26,27.81,0,0,0,1029.67,4.38,16.1,0,11.35,-28.61,4.26,-8.95
(주)서한,011370,2013/12,34.55,-13.6,40.9,180.51,0,266.6,-2.69,17.85,99.72,128.23,7.01,13.02,86.65,-6.94
(주)서한,011370,2014/12,57.28,189.96,38.62,123.67,0,79.27,56.62,26.69,60.02,23.72,35.71,136.18,17.91,1.88
(주)서한,011370,2015/12,24.12,-1.86,48.8,12.72,0,22.02,82.09,29.15,-5.36,22.52,0.88,-37.13,-6.18,38.52
(주)서한,011370,2016/12,3.16,-13.32,0.18,125.98,0,100.36,-22.15,41.5,11.49,86.23,1.74,20.67,9.58,2.4
(주)서한,011370,2017/12,-5.04,11.84,-16.78,15.24,0,19.75,-57.06,34.85,5.83,9.53,8.12,52.25,-2.11,8.7
(주)서한,011370,2018/12,20.54,5,31.3,-36.77,,-45.63,75.42,4.16,21.09,-50.41,20.16,-8.14,0.77,-18.8
(주)서한,011370,2019/12,-0.64,12.99,1.31,-63.14,,-76.62,-29.53,1.25,-14.39,-68.16,12.5,-8.06,-23.9,-5.07
(주)서한,011370,2020/12,15.73,28.89,14.63,18.54,,84.51,28.54,5.18,-11.46,49.88,13.16,20.34,-21.76,0.42
(주)서희건설,035890,2000/12,-19.41,-0.79,-2.1,-11.16,,4.82,-24.47,28.35,-12.27,-5.55,-5.58,-37.81,-7.08,-1.22
(주)서희건설,035890,2001/12,-1.18,3.29,-3.51,0.77,-16.63,-8.51,-24.7,4.33,-0.43,-0.29,9.55,2.72,-9.11,6.52
(주)서희건설,035890,2002/12,21.77,14.11,31.23,77.24,40.31,55.78,-65.57,12.97,15.06,20.89,-12.45,6.92,31.41,1.59
(주)서희건설,035890,2003/12,17.31,60.63,-12.55,10.11,47.07,64.13,132.06,27.03,22.06,-10.63,77.25,74.87,-31.14,-19.7
(주)서희건설,035890,2004/12,63.34,31.96,82.2,103.37,46.49,46.83,37.9,30.05,83.29,-38.66,28.34,45.14,42.81,-70.03
(주)서희건설,035890,2005/12,35.97,-0.99,34.33,31.89,9.79,-8.26,32.4,28.79,21.32,3.64,16.88,37.96,3.8,18.08
(주)서희건설,035890,2006/12,59.97,20.83,85.64,60.24,81.44,77.84,56.27,38.13,41.47,35.85,21.57,29.74,16.37,22.57
(주)서희건설,035890,2007/12,44.09,-19.84,54.72,20.2,,18.98,102.51,59.36,30.65,9.71,18.33,26.17,10.41,32.5
(주)서희건설,035890,2008/12,45.21,105.36,52.57,45.16,0,34.05,-19.31,33.05,49.35,7.16,24.41,29.98,20.05,1.35
(주)서희건설,035890,2009/12,21.81,1.77,22.94,-42.55,0,-59.32,15.23,13.93,19.81,-36.66,12.85,19.05,6.17,0.39
(주)서희건설,035890,2010/12,9.07,-68.88,14.31,-6.31,0,-24.83,2.88,-10.53,19.52,3.48,7.41,-4.06,11.27,-2.15
(주)서희건설,035890,2011/12,5.98,-27.04,2.76,-24.25,0,5.54,-42.72,13.08,-2.65,7.96,-2.05,15.58,-0.6,14.07
(주)서희건설,035890,2012/12,-8.89,-1.58,-12.3,-59.68,0,0,1.48,9.22,-14.26,-42.4,-7.38,0.17,-7.43,16.32
(주)서희건설,035890,2013/12,-12.56,-60.75,-14.17,10.12,0,0,-16.93,-23.24,-8.14,-170.08,-12.5,-8.8,4.98,0.03
(주)서희건설,035890,2014/12,-1.13,0.05,-1.37,271.98,0,0,-7.36,2.7,15.96,0,-0.41,-0.6,16.45,9.76
(주)서희건설,035890,2015/12,-4.88,-6.86,0.17,7.9,0,-25.29,-21.91,2.25,12.04,-10.7,3.95,-15.84,7.78,-5.12
(주)서희건설,035890,2016/12,6.56,-56.67,5.16,91.64,0,197.94,0.09,5.93,1.92,33.44,-1.7,10.19,3.68,6.45
(주)서희건설,035890,2017/12,6.8,-17.27,11.92,53.43,0,199.51,-10.69,20.17,-3.47,75.68,-3.26,-5.81,-0.22,20.02
(주)서희건설,035890,2018/12,9.07,14.4,8.27,-15.1,,23.92,-50.74,14.82,10.04,5.54,9.36,11.44,0.63,-0.49
(주)서희건설,035890,2019/12,18.84,556.68,17.67,47.83,,36.95,-1.49,36.63,9.59,38.28,-3.46,22.16,13.52,1.67
(주)서희건설,035890,2020/12,21.29,37.2,24.58,55.46,,97.74,-37.46,35.62,3.4,33.2,15.14,12.26,-10.19,-10.76
(주)석경에이티,357550,2011/12,,,,,,,,,,,,,,
(주)석경에이티,357550,2012/12,0,0,0,0,,0,0,0,0,0,0,0,0,0
(주)석경에이티,357550,2013/12,-1.26,-3.26,-1.78,20.59,,48.14,28.87,2,2.5,0,0,-1.07,0,0
(주)석경에이티,357550,2014/12,0.08,-3.67,4.77,-3.22,,306.45,-9.07,7.98,-7.29,0,0,-1.66,0,0
(주)석경에이티,357550,2015/12,-1.8,-4.63,-1.57,110.19,,73.68,-14.32,12.84,11.7,0,0,-1.89,0,0
(주)석경에이티,357550,2016/12,4.24,-3.03,15.71,1.65,,66.95,-6.42,19,10.86,0,0,-0.3,0,0
(주)석경에이티,357550,2017/12,1.2,-6.68,15.61,-44.64,,-79.19,1.4,3.32,11.65,0,0,-5.42,0,0
(주)석경에이티,357550,2018/12,2.67,-2.82,12.74,9.91,,81.95,27.8,5.85,-7.9,0,0,-2.99,0,0
(주)석경에이티,357550,2019/12,23.08,33.06,10.29,89.86,,177.07,12.13,47.37,14.36,0,0,31.42,0,0
(주)석경에이티,357550,2020/12,39.31,-1.93,129.8,21.07,,-1.65,12.8,107.83,5.22,0,0,-10.24,0,0
(주)선광,003100,2000/12,4.45,-1.68,11.67,-12.89,,-25.8,-10.52,1.39,-2.32,-26.7,5.7,2.31,-7.58,-23.18
(주)선광,003100,2001/12,8.31,-3.16,19.85,41.29,57.01,52.06,-53.75,6.61,17.02,14.43,-0.6,4.56,17.73,8.71
(주)선광,003100,2002/12,23,19.67,19.84,76.14,194.28,224.82,-9.53,14.57,18.7,48.7,-1.81,24.17,20.88,22.21
(주)선광,003100,2003/12,18.16,2.6,17.78,-5.72,10.83,8.89,130.52,17.33,-1.53,13.91,-3.68,18.3,2.23,14.09
(주)선광,003100,2004/12,35.99,37.18,-1.76,-8.48,54.5,78.49,-0.05,21.9,10.51,30.87,1.27,49.49,9.12,3.41
(주)선광,003100,2005/12,26.75,20.99,33.6,-78.36,-68.73,-56.77,347.12,5.24,18.57,-41.46,38.99,25.14,-14.69,-14.57
(주)선광,003100,2006/12,-0.17,0.04,8.26,198.06,-69.53,-78.77,-81.57,0.62,29.21,-53.67,1.36,-2.28,27.48,-88.75
(주)선광,003100,2007/12,-1.15,3.21,7.72,112.04,,353.35,59.81,6.28,0.03,-11.7,50.45,-3.62,-33.51,-28.21
(주)선광,003100,2008/12,5.7,21.96,-24.18,53.59,0,66.19,-46.36,10.1,10.52,19.23,5.93,14.99,4.33,14.2
(주)선광,003100,2009/12,-0.53,-12.83,16.22,-20.05,0,-17.1,-38.68,7.68,-16.36,-25.22,2.24,-3.96,-18.19,-17.01
(주)선광,003100,2010/12,31.69,0.79,26.68,51.47,0,137.58,176.69,49,28.42,28.45,-3.01,32.94,32.41,37.98
